date,q,pp,pp-1,t,pet
25/12/1994,5026,4.4563,2.1698,16.2179,3.0805
26/12/1994,5313,20.2407,4.4563,16.1859,3.401
27/12/1994,5637,2.4785,20.2407,16.3518,3.7226
28/12/1994,5538,4.5161,2.4785,17.0575,4.0846
29/12/1994,5299,31.288,4.5161,16.4913,3.4237
30/12/1994,5001,4.5952,31.288,16.3415,3.3115
31/12/1994,5031,2.6575,4.5952,16.1144,3.241
1/01/1995,4941,4.7542,2.6575,16.268,3.4393
2/01/1995,4387,0.0077,4.7542,16.6494,3.8936
3/01/1995,4291,0.0575,0.0077,16.1728,3.6662
4/01/1995,4359,3.3455,0.0575,17.1479,4.4352
5/01/1995,4190,5.2703,3.3455,16.7775,3.8007
6/01/1995,3932,2.5845,5.2703,16.3931,3.5138
7/01/1995,3760,1.4299,2.5845,16.6998,3.883
8/01/1995,3803,7.5986,1.4299,17.0008,4.1838
9/01/1995,3010,6.3716,7.5986,16.3077,3.5636
10/01/1995,2650,1.0441,6.3716,16.4531,4.1389
11/01/1995,2416,3.01,1.0441,16.5284,4.257
12/01/1995,2434,2.8956,3.01,16.3988,4.0887
13/01/1995,2623,0.0576,2.8956,15.6731,3.7683
14/01/1995,2248,0.1641,0.0576,16.4928,3.8625
15/01/1995,1990,2.0484,0.1641,16.3012,3.7407
16/01/1995,1980,9.7332,2.0484,15.4829,2.9574
17/01/1995,2604,2.7495,9.7332,15.0507,3.2685
18/01/1995,3823,15.8566,2.7495,15.1372,3.4403
19/01/1995,5392,2.8986,15.8566,15.252,3.603
20/01/1995,5138,1.5323,2.8986,15.9161,3.6087
21/01/1995,4126,4.8645,1.5323,16.0392,3.4762
22/01/1995,4543,1.0511,4.8645,15.5198,3.4357
23/01/1995,5350,0.3677,1.0511,15.5949,3.619
24/01/1995,6538,0.7338,0.3677,15.5235,3.2561
25/01/1995,6973,1.5268,0.7338,15.4108,3.4076
26/01/1995,5827,1.2635,1.5268,16.3476,3.8403
27/01/1995,4966,2.0182,1.2635,15.1143,3.3334
28/01/1995,4475,1.6414,2.0182,15.621,3.2454
29/01/1995,4725,0.3461,1.6414,15.7143,3.4793
30/01/1995,4551,0.5421,0.3461,15.8165,3.5357
31/01/1995,3912,1.2568,0.5421,15.9166,3.5433
1/02/1995,3558,9.1892,1.2568,15.822,3.4688
2/02/1995,3416,0.3105,9.1892,15.957,3.5609
3/02/1995,3549,2.042,0.3105,16.2801,3.5514
4/02/1995,3520,4.0044,2.042,16.1853,3.1549
5/02/1995,3529,15.5639,4.0044,15.4998,3.1793
6/02/1995,4065,20.2673,15.5639,15.1474,3.1159
7/02/1995,4097,1.8827,20.2673,16.0486,4.0574
8/02/1995,3721,1.8076,1.8827,16.6248,4.2003
9/02/1995,3482,2.199,1.8076,16.7551,3.928
10/02/1995,3056,4.7367,2.199,16.7133,3.4926
11/02/1995,2328,2.6471,4.7367,16.31,3.6504
12/02/1995,1873,4.7323,2.6471,16.4865,3.6897
13/02/1995,1654,6.1916,4.7323,16.5598,3.7609
14/02/1995,1502,3.5618,6.1916,16.7039,4.0072
15/02/1995,1230,1.8905,3.5618,16.2231,3.456
16/02/1995,828.6,0.81,1.8905,15.8769,3.5052
17/02/1995,833.2,1.9423,0.81,15.9121,3.8737
18/02/1995,1166,2.1848,1.9423,15.7281,3.5162
19/02/1995,1286,11.14,2.1848,15.4663,2.8544
20/02/1995,2596,8.5815,11.14,15.3943,3.4209
21/02/1995,3333,2.5438,8.5815,15.352,3.3453
22/02/1995,3773,11.14,2.5438,14.6811,3.0533
23/02/1995,3417,0.0045,11.14,14.9031,3.2169
24/02/1995,2829,0.31,0.0045,15.2134,3.4954
25/02/1995,2887,2.1955,0.31,14.9566,3.2051
26/02/1995,3083,1.0069,2.1955,14.9282,3.0719
27/02/1995,3280,1.4337,1.0069,14.8643,2.9099
28/02/1995,3382,3.092,1.4337,15.1892,3.208
1/03/1995,3651,4.8727,3.092,15.3227,3.5285
2/03/1995,5018,8.6037,4.8727,14.9174,3.0149
3/03/1995,6500,3.3309,8.6037,14.9992,3.0764
4/03/1995,7480,8.7155,3.3309,15.0914,2.895
5/03/1995,8271,4.3798,8.7155,15.1261,3.0923
6/03/1995,8278,4.9818,4.3798,15.2848,3.1421
7/03/1995,7988,4.6752,4.9818,15.5051,3.1923
8/03/1995,7747,0.3276,4.6752,15.75,3.2838
9/03/1995,6966,6.7412,0.3276,15.496,3.2753
10/03/1995,6337,9.0464,6.7412,15.3809,3.2039
11/03/1995,6282,14.9982,9.0464,15.2701,2.8144
12/03/1995,6193,6.3432,14.9982,15.5295,3.453
13/03/1995,5753,1.8029,6.3432,16.1804,3.8928
14/03/1995,5499,4.7598,1.8029,16.1003,3.7902
15/03/1995,4795,1.558,4.7598,15.943,4.1522
16/03/1995,4854,7.5699,1.558,15.6923,3.8446
17/03/1995,4645,1.1518,7.5699,15.6318,3.2908
18/03/1995,3934,1.4025,1.1518,15.5027,3.2249
19/03/1995,3554,3.2222,1.4025,16.0827,4.0649
20/03/1995,3481,17.9046,3.2222,16.3431,3.7958
21/03/1995,3920,22.8408,17.9046,14.9518,3.115
22/03/1995,4509,2.8918,22.8408,15.5171,3.5003
23/03/1995,3643,11.0472,2.8918,15.4216,3.289
24/03/1995,4586,13.4519,11.0472,15.5442,3.3934
25/03/1995,5885,13.1693,13.4519,15.0897,2.9052
26/03/1995,5996,0.5719,13.1693,15.4629,3.1273
27/03/1995,6205,3.21,0.5719,15.7104,3.5798
28/03/1995,6708,3.7621,3.21,16.3446,3.7086
29/03/1995,7196,4.8715,3.7621,16.2481,3.3944
30/03/1995,7582,12.3078,4.8715,15.5975,2.9717
31/03/1995,7504,7.1751,12.3078,16.1111,3.7887
1/04/1995,4182,14.3457,7.1751,15.6957,3.0518
2/04/1995,3680,1.8329,14.3457,15.5102,3.1092
3/04/1995,4334,1.4172,1.8329,16.1836,3.4913
4/04/1995,4178,0.074,1.4172,16.1484,3.2164
5/04/1995,3884,2.9747,0.074,16.0614,3.242
6/04/1995,3941,3.5426,2.9747,16.5004,3.5539
7/04/1995,4337,14.4271,3.5426,16.4943,3.4297
8/04/1995,5656,4.3972,14.4271,16.5248,3.8168
9/04/1995,5598,1.4451,4.3972,16.2936,3.6285
10/04/1995,5393,7.468,1.4451,16.4919,3.8626
11/04/1995,5746,5.4539,7.468,15.9388,2.9107
12/04/1995,6229,17.0796,5.4539,15.0799,2.5798
13/04/1995,6736,5.6067,17.0796,15.8417,3.3776
14/04/1995,7208,2.2674,5.6067,16.065,3.0986
15/04/1995,7208,9.3731,2.2674,16.0433,3.201
16/04/1995,6715,0.9225,9.3731,16.1129,3.3248
17/04/1995,6642,5.931,0.9225,16.5233,3.6366
18/04/1995,7128,3.2596,5.931,16.112,3.4067
19/04/1995,6890,4.697,3.2596,15.7011,3.6993
20/04/1995,6415,0.8229,4.697,15.7447,3.5709
21/04/1995,4210,5.5742,0.8229,15.2833,3.1248
22/04/1995,3613,3.8786,5.5742,15.3874,2.565
23/04/1995,3837,0.1536,3.8786,15.5933,2.9263
24/04/1995,3969,0.5231,0.1536,15.536,3.2351
25/04/1995,3649,0.2266,0.5231,15.5062,3.4386
26/04/1995,3235,1.3458,0.2266,16.2921,3.4395
27/04/1995,2943,0.1354,1.3458,16.4279,3.4417
28/04/1995,2982,0.3079,0.1354,16.2232,3.3667
29/04/1995,2842,2.597,0.3079,16.2571,3.2087
30/04/1995,2911,6.6898,2.597,15.5699,3.0322
1/05/1995,3588,7.4819,6.6898,15.7327,3.3917
2/05/1995,3608,7.4742,7.4819,15.6225,3.0642
3/05/1995,3391,2.5371,7.4742,15.4364,3.083
4/05/1995,3665,3.4976,2.5371,15.9869,3.2975
5/05/1995,4090,0.3453,3.4976,16.1279,3.2842
6/05/1995,3690,1.9205,0.3453,16.769,3.5626
7/05/1995,3848,15.2975,1.9205,16.5713,3.4806
8/05/1995,3748,4.7427,15.2975,15.5828,3.1933
9/05/1995,4736,3.9768,4.7427,14.2932,2.343
10/05/1995,6674,0.4689,3.9768,15.1631,3.2247
11/05/1995,6628,0.1281,0.4689,15.664,3.0348
12/05/1995,5498,4.46,0.1281,15.9008,3.0514
13/05/1995,4756,0.1737,4.46,15.7659,3.0133
14/05/1995,4868,4.6855,0.1737,15.9254,3.1999
15/05/1995,5093,1.715,4.6855,15.9104,3.1788
16/05/1995,5178,2.3694,1.715,15.8997,2.9467
17/05/1995,5260,5.72,2.3694,15.6238,2.8892
18/05/1995,4760,3.5922,5.72,15.3328,2.6935
19/05/1995,5854,5.0139,3.5922,14.9238,2.4714
20/05/1995,9109,0.3002,5.0139,14.899,2.9808
21/05/1995,10650,7.0404,0.3002,15.604,2.7032
22/05/1995,10250,5.0362,7.0404,15.5353,2.6647
23/05/1995,8959,2.1977,5.0362,15.3631,3.0941
24/05/1995,7214,7.3137,2.1977,15.324,2.8216
25/05/1995,6518,1.0709,7.3137,14.8735,2.5702
26/05/1995,6082,11.3466,1.0709,14.6851,2.5648
27/05/1995,7886,0.0087,11.3466,14.4256,2.8937
28/05/1995,7548,0,0.0087,14.3581,3.1106
29/05/1995,6478,0,0,15.0226,3.0508
30/05/1995,4920,0.3561,0,14.5909,2.7128
31/05/1995,3358,0,0.3561,14.9912,2.8411
1/06/1995,2495,0.0124,0,15.1839,2.8978
2/06/1995,2187,0.8304,0.0124,15.1673,2.7973
3/06/1995,2153,4.5867,0.8304,15.4689,2.7922
4/06/1995,3522,15.1097,4.5867,14.8666,2.602
5/06/1995,5805,0.7728,15.1097,14.8798,2.8459
6/06/1995,6220,1.3807,0.7728,15.7447,3.0458
7/06/1995,5276,9.3724,1.3807,15.8441,2.7138
8/06/1995,4557,3.8331,9.3724,15.3358,2.7215
9/06/1995,4085,2.5687,3.8331,15.8487,2.8457
10/06/1995,3857,1.5683,2.5687,16.0943,3.0672
11/06/1995,3457,3.0561,1.5683,15.6944,2.851
12/06/1995,3448,0.5001,3.0561,15.9984,2.9735
13/06/1995,4704,0.0827,0.5001,15.9663,3.1321
14/06/1995,4848,0.278,0.0827,15.7468,2.8613
15/06/1995,3703,0.2226,0.278,16.0653,3.1934
16/06/1995,2987,0,0.2226,16.621,3.1688
17/06/1995,2966,0,0,16.5257,3.0982
18/06/1995,3815,1.0825,0,15.8059,2.572
19/06/1995,4664,4.6774,1.0825,14.9359,2.2551
20/06/1995,5086,6.968,4.6774,14.6619,2.158
21/06/1995,5241,0.5112,6.968,14.8296,2.5091
22/06/1995,4814,0.8992,0.5112,15.404,2.7764
23/06/1995,3811,0.4028,0.8992,15.4013,2.9206
24/06/1995,3394,2.9587,0.4028,15.3922,2.9575
25/06/1995,3818,2.2924,2.9587,14.7565,2.8334
26/06/1995,3227,0.684,2.2924,14.5812,2.503
27/06/1995,4691,10.438,0.684,14.1854,2.3006
28/06/1995,5543,2.0553,10.438,14.3295,2.5469
29/06/1995,4825,4.6587,2.0553,14.1089,2.465
30/06/1995,4261,7.6587,4.6587,14.3732,2.445
1/07/1995,4819,0.2423,7.6587,14.5077,2.7056
2/07/1995,4986,0.0345,0.2423,14.709,3.0093
3/07/1995,4058,1.3215,0.0345,14.582,2.6016
4/07/1995,4484,1.639,1.3215,14.4218,2.506
5/07/1995,5840,0.1226,1.639,14.6832,3.013
6/07/1995,5344,0.0528,0.1226,15.346,3.2118
7/07/1995,4179,2.1105,0.0528,15.0445,2.7737
8/07/1995,4082,6.52,2.1105,14.8791,2.7916
9/07/1995,4442,0.2842,6.52,14.6404,2.9903
10/07/1995,4092,0.2001,0.2842,14.6688,2.6074
11/07/1995,4006,0.7771,0.2001,14.4629,2.8219
12/07/1995,4413,0.4422,0.7771,14.6002,2.8637
13/07/1995,4268,0.0629,0.4422,14.597,3.1638
14/07/1995,4437,1.4329,0.0629,14.4754,2.5594
15/07/1995,4287,3.4238,1.4329,14.845,2.7704
16/07/1995,4093,0.2747,3.4238,14.7649,2.895
17/07/1995,3978,5.0527,0.2747,15.2358,3.0766
18/07/1995,3984,19.6402,5.0527,15.08,2.7024
19/07/1995,3923,1.8503,19.6402,15.4027,3.2185
20/07/1995,4605,6.9213,1.8503,15.1883,2.8857
21/07/1995,6984,19.4464,6.9213,14.0045,2.4467
22/07/1995,8909,2.547,19.4464,14.104,2.6629
23/07/1995,7945,0.0021,2.547,14.2613,2.9747
24/07/1995,5452,0.1224,0.0021,15.0857,3.2791
25/07/1995,3568,0.0407,0.1224,15.1844,3.2209
26/07/1995,2992,0.4243,0.0407,15.7789,3.1598
27/07/1995,2673,3.9563,0.4243,15.7045,3.0851
28/07/1995,2486,1.7641,3.9563,15.6174,3.2262
29/07/1995,2349,0.0886,1.7641,16.0053,3.1545
30/07/1995,2351,0.0462,0.0886,15.6142,3.1973
31/07/1995,2617,4.4661,0.0462,15.9756,3.4169
1/08/1995,3315,0.1529,4.4661,15.7031,3.046
2/08/1995,2397,2.3164,0.1529,15.9942,3.3137
3/08/1995,1972,0.4002,2.3164,16.8431,3.7108
4/08/1995,1760,0.0064,0.4002,16.2427,3.2785
5/08/1995,1574,16.0841,0.0064,16.1491,3.182
6/08/1995,1515,2.7573,16.0841,14.8171,2.7102
7/08/1995,1535,0.2517,2.7573,15.096,3.0659
8/08/1995,1915,0.0246,0.2517,14.9421,3.2574
9/08/1995,1835,0.0448,0.0246,15.3982,3.4794
10/08/1995,1696,0.1029,0.0448,15.9923,3.6417
11/08/1995,1592,0.0873,0.1029,16.3094,3.4319
12/08/1995,1511,0.5703,0.0873,15.8567,3.1504
13/08/1995,1412,1.6574,0.5703,15.5204,3.3614
14/08/1995,1379,0.058,1.6574,16.1553,3.4757
15/08/1995,1204,0.3676,0.058,16.143,3.6986
16/08/1995,1073,2.111,0.3676,15.2586,3.1541
17/08/1995,1118,26.2017,2.111,15.0597,2.9748
18/08/1995,1152,0.8546,26.2017,15.082,3.0314
19/08/1995,1624,1.6342,0.8546,14.6257,2.8496
20/08/1995,2741,0.0047,1.6342,14.7681,3.0014
21/08/1995,3460,0.1364,0.0047,14.8974,3.4601
22/08/1995,2866,0,0.1364,15.1392,3.6771
23/08/1995,1618,0.0453,0,15.8732,3.7037
24/08/1995,1008,0,0.0453,15.6354,3.5781
25/08/1995,894.5,0.3082,0,15.5001,3.6082
26/08/1995,848.8,0.6928,0.3082,15.3262,3.3999
27/08/1995,885.1,2.951,0.6928,15.5955,3.574
28/08/1995,818.3,0.7475,2.951,15.6804,3.5713
29/08/1995,783.2,2.5309,0.7475,15.6589,3.4262
30/08/1995,860.6,0.489,2.5309,15.3936,3.0551
31/08/1995,940.2,1.3371,0.489,14.8091,3.0372
1/09/1995,1045,0.1426,1.3371,15.097,3.3308
2/09/1995,1994,1.0574,0.1426,14.046,2.8162
3/09/1995,2596,0.4537,1.0574,13.62,2.9103
4/09/1995,3100,0.1323,0.4537,13.7067,3.0519
5/09/1995,3911,6.00E-04,0.1323,14.742,3.1462
6/09/1995,3672,0.0279,6.00E-04,15.0214,3.3832
7/09/1995,3651,2.8212,0.0279,15.3269,3.3991
8/09/1995,3507,0.0241,2.8212,15.0963,3.4754
9/09/1995,3272,0.6308,0.0241,15.3361,3.3341
10/09/1995,2853,0.2416,0.6308,15.5165,3.5787
11/09/1995,2727,1.5534,0.2416,15.8604,3.547
12/09/1995,2890,4.5319,1.5534,15.7046,3.3584
13/09/1995,2748,5.5033,4.5319,15.11,3.4287
14/09/1995,2520,7.2068,5.5033,15.5138,3.4927
15/09/1995,2388,7.4633,7.2068,15.0838,3.2633
16/09/1995,2539,1.6993,7.4633,15.2487,3.2878
17/09/1995,2702,0.0471,1.6993,15.6071,3.8691
18/09/1995,2552,0.0503,0.0471,15.2594,3.7391
19/09/1995,2378,0.4087,0.0503,15.516,3.8259
20/09/1995,2545,5.2222,0.4087,15.646,3.3522
21/09/1995,4133,0.1772,5.2222,14.8576,3.0651
22/09/1995,4284,0.833,0.1772,15.4544,3.7011
23/09/1995,3455,0.1073,0.833,15.3817,3.6479
24/09/1995,2484,0,0.1073,15.0914,3.755
25/09/1995,1847,0.2243,0,15.4665,3.569
26/09/1995,1655,0.0474,0.2243,15.9583,3.6293
27/09/1995,2357,0.3309,0.0474,15.8955,4.0829
28/09/1995,2581,1.1057,0.3309,16.2928,3.9599
29/09/1995,3135,1.1901,1.1057,15.811,3.6487
30/09/1995,4605,23.1403,1.1901,14.5832,2.6815
1/10/1995,5058,0.9903,23.1403,14.6538,3.0931
2/10/1995,4344,0.2334,0.9903,15.24,3.5538
3/10/1995,3565,0.6355,0.2334,15.6345,3.3793
4/10/1995,2873,0.0181,0.6355,15.945,3.8657
5/10/1995,2250,0.2628,0.0181,16.1477,3.7331
6/10/1995,2091,0.4351,0.2628,16.2704,3.9615
7/10/1995,2707,0.6078,0.4351,16.9422,4.1677
8/10/1995,1972,1.7201,0.6078,16.4318,3.7553
9/10/1995,1822,6.7053,1.7201,16.2476,3.5976
10/10/1995,1526,12.7673,6.7053,16.0499,3.5191
11/10/1995,1358,1.9811,12.7673,15.9608,3.465
12/10/1995,1200,2.0167,1.9811,16.7832,4.212
13/10/1995,1137,1.2968,2.0167,16.3831,3.6759
14/10/1995,916.7,5.7351,1.2968,16.4275,3.8728
15/10/1995,1246,9.4772,5.7351,15.0374,2.7356
16/10/1995,2934,11.4463,9.4772,15.1331,3.2216
17/10/1995,3694,1.7762,11.4463,14.9415,3.1056
18/10/1995,3575,1.4703,1.7762,15.5106,3.6196
19/10/1995,3369,0.4832,1.4703,16.2178,3.9522
20/10/1995,3165,1.4453,0.4832,16.0071,3.814
21/10/1995,3355,5.794,1.4453,15.2783,2.9942
22/10/1995,3604,6.6248,5.794,15.0159,3.1754
23/10/1995,4137,2.0725,6.6248,15.4665,3.6419
24/10/1995,4146,0.543,2.0725,15.7479,3.9658
25/10/1995,3638,2.3715,0.543,15.6703,3.6586
26/10/1995,2185,4.5699,2.3715,15.1115,3.0106
27/10/1995,1916,0.1155,4.5699,15.0545,3.426
28/10/1995,2067,1.4883,0.1155,15.1741,3.6588
29/10/1995,2755,3.3971,1.4883,15.3654,3.723
30/10/1995,2859,10.653,3.3971,15.2702,3.2542
31/10/1995,3258,8.278,10.653,15.1802,3.5064
1/11/1995,3425,5.9529,8.278,15.4607,3.635
2/11/1995,3540,0.7791,5.9529,15.6005,3.4818
3/11/1995,3616,2.7542,0.7791,15.5307,3.5394
4/11/1995,3568,1.1651,2.7542,15.7432,3.4826
5/11/1995,4054,1.1631,1.1651,15.3239,3.1607
6/11/1995,4392,1.5839,1.1631,15.3528,3.6086
7/11/1995,4264,1.6037,1.5839,15.9634,3.8278
8/11/1995,3893,5.1657,1.6037,16.0778,3.7445
9/11/1995,3794,11.9346,5.1657,15.4037,3.3334
10/11/1995,4172,3.2995,11.9346,15.2337,3.1345
11/11/1995,4406,12.3103,3.2995,15.3402,3.3665
12/11/1995,5139,0.1696,12.3103,15.5461,3.579
13/11/1995,5455,6.9476,0.1696,14.7306,2.7462
14/11/1995,5677,0.9077,6.9476,14.6983,3.0094
15/11/1995,5629,19.3573,0.9077,14.7369,3.0159
16/11/1995,5484,2.8195,19.3573,15.4438,3.7597
17/11/1995,4943,6.4421,2.8195,15.9769,3.9019
18/11/1995,4268,4.0685,6.4421,16.0807,4.0016
19/11/1995,4220,14.4962,4.0685,15.2345,3.071
20/11/1995,4649,11.7179,14.4962,14.7021,2.8488
21/11/1995,5063,1.9576,11.7179,15.8071,4.0075
22/11/1995,5199,3.5415,1.9576,15.9926,4.0355
23/11/1995,5142,5.3619,3.5415,15.7951,3.3525
24/11/1995,4774,2.3349,5.3619,16.0493,3.7276
25/11/1995,4886,0.2029,2.3349,16.5216,3.855
26/11/1995,4276,2.0509,0.2029,16.6941,3.9025
27/11/1995,4239,1.2818,2.0509,16.1855,3.8017
28/11/1995,4426,3.4652,1.2818,15.9526,3.3399
29/11/1995,4851,3.2936,3.4652,15.6142,3.5722
30/11/1995,5116,0.2124,3.2936,16.0131,3.983
1/12/1995,4675,1.0679,0.2124,16.1472,3.4617
2/12/1995,3963,6.9297,1.0679,15.8131,3.1897
3/12/1995,3274,17.7543,6.9297,15.6783,3.4982
4/12/1995,3131,3.179,17.7543,15.8473,3.3681
5/12/1995,3005,6.2328,3.179,15.574,3.4256
6/12/1995,2603,5.8759,6.2328,15.9356,3.7992
7/12/1995,1777,2.4173,5.8759,16.2568,4.0168
8/12/1995,1297,8.4252,2.4173,15.4761,3.5532
9/12/1995,1556,5.4085,8.4252,15.5046,3.6271
10/12/1995,2043,1.4419,5.4085,15.4253,3.7568
11/12/1995,3945,0.8295,1.4419,15.4893,4.2896
12/12/1995,4165,0.2114,0.8295,15.4636,4.2271
13/12/1995,3432,0.6845,0.2114,15.6124,3.9988
14/12/1995,2630,0.3166,0.6845,15.767,3.8722
15/12/1995,2348,5.5115,0.3166,15.772,3.6364
16/12/1995,2500,2.1363,5.5115,15.8967,3.606
17/12/1995,3215,5.5415,2.1363,15.7394,3.5606
18/12/1995,3846,0.7385,5.5415,15.5022,3.2645
19/12/1995,4476,3.0819,0.7385,15.0539,3.0479
20/12/1995,3814,3.0357,3.0819,14.5871,2.9655
21/12/1995,3968,1.2914,3.0357,15.3719,3.8411
22/12/1995,3898,16.5053,1.2914,15.0777,3.4099
23/12/1995,3500,7.6478,16.5053,15.2027,3.6332
24/12/1995,3465,0.5269,7.6478,15.2769,3.7447
25/12/1995,3378,3.8353,0.5269,14.8045,3.3154
26/12/1995,3753,6.2493,3.8353,14.7596,3.0475
27/12/1995,4652,4.1843,6.2493,14.9382,3.2753
28/12/1995,5241,5.6371,4.1843,14.9954,3.0796
29/12/1995,5114,11.001,5.6371,14.9311,3.2539
30/12/1995,4897,9.1344,11.001,15.2036,3.0933
31/12/1995,5046,0.2459,9.1344,15.665,3.6489
1/01/1996,5238,3.3442,0.2459,15.6254,3.4633
2/01/1996,5349,5.0795,3.3442,15.4445,3.3086
3/01/1996,5576,0.9837,5.0795,15.888,3.5925
4/01/1996,5473,1.1131,0.9837,15.8683,3.4859
5/01/1996,5054,1.9882,1.1131,15.4346,3.5333
6/01/1996,4971,2.6749,1.9882,15.3851,3.3009
7/01/1996,4868,1.1558,2.6749,15.5064,3.631
8/01/1996,4719,3.1258,1.1558,16.1377,3.6933
9/01/1996,4430,5.6619,3.1258,15.2874,3.4452
10/01/1996,4731,13.8536,5.6619,15.3543,3.2902
11/01/1996,5088,1.1221,13.8536,15.4756,3.592
12/01/1996,4606,3.6908,1.1221,16.0146,3.7954
13/01/1996,3960,11.2221,3.6908,15.1775,3.2969
14/01/1996,3939,21.3899,11.2221,15.3372,3.6207
15/01/1996,4458,0.6402,21.3899,15.6594,3.8494
16/01/1996,4018,1.3535,0.6402,16.1361,3.8086
17/01/1996,2370,4.8415,1.3535,15.8644,3.5212
18/01/1996,2476,3.5486,4.8415,15.2935,3.4384
19/01/1996,2298,3.0747,3.5486,15.0934,3.2745
20/01/1996,2436,3.9646,3.0747,15.7112,3.6689
21/01/1996,1507,2.1692,3.9646,15.4083,3.7801
22/01/1996,1092,1.1539,2.1692,15.5331,3.6906
23/01/1996,850.1,0.9201,1.1539,15.2016,3.6835
24/01/1996,1012,15.6533,0.9201,15.2254,2.8975
25/01/1996,1326,5.5632,15.6533,14.782,3.2109
26/01/1996,1739,8.3377,5.5632,14.9727,3.2239
27/01/1996,2264,8.9347,8.3377,14.8729,3.3419
28/01/1996,2838,2.7494,8.9347,15.0392,3.2744
29/01/1996,2758,3.4306,2.7494,14.9856,3.3587
30/01/1996,2732,3.8567,3.4306,14.4982,3.0626
31/01/1996,4505,13.871,3.8567,14.4322,3.1102
1/02/1996,6527,0.1278,13.871,14.2426,3.074
2/02/1996,7079,0.0886,0.1278,14.7326,3.1286
3/02/1996,6807,0.4343,0.0886,15.1578,3.9227
4/02/1996,5846,9.3891,0.4343,16.0145,4.0669
5/02/1996,4660,9.7942,9.3891,15.426,3.4748
6/02/1996,4188,1.046,9.7942,14.8981,3.3146
7/02/1996,4221,4.9929,1.046,14.9376,3.7064
8/02/1996,3609,7.9936,4.9929,15.1223,3.3448
9/02/1996,3384,10.1658,7.9936,14.7644,3.3178
10/02/1996,3445,2.5588,10.1658,15.0453,3.648
11/02/1996,4139,10.7146,2.5588,15.0833,3.4268
12/02/1996,4876,6.2595,10.7146,15.0475,3.539
13/02/1996,5839,10.8292,6.2595,14.7362,3.0476
14/02/1996,6880,1.6513,10.8292,15.0583,3.2642
15/02/1996,7683,10.6339,1.6513,14.823,3.3286
16/02/1996,6308,3.0519,10.6339,15.2004,3.3649
17/02/1996,6933,5.1743,3.0519,14.9761,3.3856
18/02/1996,6717,13.3681,5.1743,14.9729,3.2857
19/02/1996,5672,15.8488,13.3681,15.3205,3.2211
20/02/1996,5440,10.7124,15.8488,15.2764,3.5694
21/02/1996,5914,3.8565,10.7124,16.537,4.1113
22/02/1996,6521,6.9075,3.8565,15.3018,3.37
23/02/1996,6327,3.118,6.9075,15.5142,3.6243
24/02/1996,5688,1.2758,3.118,15.6612,3.4346
25/02/1996,5330,3.7056,1.2758,14.7778,3.0882
26/02/1996,5000,0.3999,3.7056,14.5767,3.2581
27/02/1996,5131,1.5574,0.3999,15.2839,3.6945
28/02/1996,5103,1.0237,1.5574,15.6801,3.9018
29/02/1996,5308,6.562,1.0237,15.8639,3.6444
1/03/1996,5505,17.4717,6.562,15.5205,3.2295
2/03/1996,7112,2.3998,17.4717,15.6929,3.1973
3/03/1996,7189,2.2896,2.3998,15.9636,3.57
4/03/1996,6412,3.3019,2.2896,15.7028,3.6526
5/03/1996,5336,19.0672,3.3019,16.1916,3.4436
6/03/1996,5207,6.0714,19.0672,15.9172,3.1493
7/03/1996,6300,4.6637,6.0714,16.2359,3.4627
8/03/1996,7298,3.637,4.6637,16.0158,3.5991
9/03/1996,6107,2.7841,3.637,16.1772,3.5073
10/03/1996,6380,21.8062,2.7841,15.4,3.276
11/03/1996,7180,5.9994,21.8062,15.9833,3.6551
12/03/1996,6790,0.8199,5.9994,16.3313,3.9158
13/03/1996,5943,3.1077,0.8199,16.6504,4.2356
14/03/1996,4965,20.1123,3.1077,16.0697,3.3141
15/03/1996,4396,3.54,20.1123,16.1295,3.7498
16/03/1996,4578,17.6965,3.54,15.0356,2.7145
17/03/1996,4801,1.4299,17.6965,14.884,3.2546
18/03/1996,3802,3.0256,1.4299,15.1414,3.4877
19/03/1996,3901,9.6504,3.0256,14.8718,3.5032
20/03/1996,4315,0.0911,9.6504,15.5625,3.3961
21/03/1996,4210,3.1132,0.0911,15.0946,3.0564
22/03/1996,4204,8.22,3.1132,15.1372,3.0805
23/03/1996,4085,2.2361,8.22,14.3191,3.0847
24/03/1996,4385,16.2065,2.2361,14.7812,3.1426
25/03/1996,4855,7.5105,16.2065,15.5758,3.5678
26/03/1996,4824,2.2709,7.5105,15.7071,3.3919
27/03/1996,4234,4.8872,2.2709,15.2247,2.8561
28/03/1996,4421,12.5408,4.8872,14.5149,2.7001
29/03/1996,5780,13.0216,12.5408,15.0938,3.1757
30/03/1996,7580,8.2467,13.0216,15.8945,3.5994
31/03/1996,6128,4.4934,8.2467,15.831,3.3558
1/04/1996,6069,0.9613,4.4934,15.6712,3.1896
2/04/1996,5686,2.9167,0.9613,15.4932,3.2823
3/04/1996,5257,3.9437,2.9167,16.084,3.3444
4/04/1996,5925,7.5079,3.9437,15.4879,2.9936
5/04/1996,6497,4.2904,7.5079,15.2136,3.0237
6/04/1996,7180,2.8073,4.2904,15.4594,3.3266
7/04/1996,6802,0.1795,2.8073,15.7302,3.2566
8/04/1996,6342,6.5409,0.1795,15.2204,2.795
9/04/1996,6789,3.6089,6.5409,15.7261,3.3112
10/04/1996,7188,1.7505,3.6089,15.9103,3.2924
