date,q,pp,pp-1,t,pet
4/06/2003,1670,7.7236,0.3025,15.1709,2.6463
5/06/2003,1168,5.6137,7.7236,15.0029,2.7998
6/06/2003,1630,2.7109,5.6137,15.1992,2.7562
7/06/2003,2861,22.6443,2.7109,14.8813,2.6665
8/06/2003,3792,0.8491,22.6443,14.0681,2.4775
9/06/2003,4182,0.1932,0.8491,14.8832,2.824
10/06/2003,3972,0.2184,0.1932,15.4659,2.9007
11/06/2003,3082,0.0605,0.2184,15.3635,3.1899
12/06/2003,2353,3.1901,0.0605,15.2046,3.0796
13/06/2003,2321,0.1248,3.1901,15.5753,3.1381
14/06/2003,2493,5.3653,0.1248,15.4995,3.0706
15/06/2003,2568,4.8833,5.3653,15.3069,3.0743
16/06/2003,2849,12.0308,4.8833,15.4413,2.8601
17/06/2003,3358,13.6783,12.0308,15.1685,2.6355
18/06/2003,3833,1.6205,13.6783,15.3654,2.9758
19/06/2003,4040,2.4445,1.6205,15.0784,2.5106
20/06/2003,4546,6.9891,2.4445,14.1222,2.0748
21/06/2003,4890,5.877,6.9891,13.632,1.9516
22/06/2003,5402,0,5.877,14.2209,2.871
23/06/2003,5992,0.3577,0,14.7162,2.9211
24/06/2003,5905,0.6277,0.3577,14.0348,2.3568
25/06/2003,5062,3.0623,0.6277,13.5366,2.2298
26/06/2003,4130,0.0494,3.0623,13.8502,2.5664
27/06/2003,3244,0.4159,0.0494,14.5358,2.8836
28/06/2003,2877,0.2931,0.4159,14.6221,2.781
29/06/2003,2874,9.7342,0.2931,13.5591,2.4334
30/06/2003,3165,0.699,9.7342,13.7876,2.3479
1/07/2003,3799,0.0481,0.699,14.1508,2.8573
2/07/2003,4346,10.3578,0.0481,13.4953,2.2698
3/07/2003,4728,1.5375,10.3578,13.2106,2.2281
4/07/2003,4957,0.0951,1.5375,13.8423,2.7877
5/07/2003,5187,0.362,0.0951,14.6351,2.9187
6/07/2003,5291,0.3095,0.362,14.4338,3.0196
7/07/2003,4886,11.7762,0.3095,14.8272,2.8683
8/07/2003,4566,21.1047,11.7762,15.0246,2.7136
9/07/2003,4126,0.3433,21.1047,15.0248,3.0049
10/07/2003,3905,5.5069,0.3433,14.6757,2.5609
11/07/2003,4585,37.6969,5.5069,14.0793,2.4527
12/07/2003,5558,1.8142,37.6969,13.6404,2.2581
13/07/2003,6234,0.6213,1.8142,13.1461,2.3299
14/07/2003,5858,0.2094,0.6213,13.3217,2.8659
15/07/2003,5439,0.0312,0.2094,13.663,3.1657
16/07/2003,5255,0,0.0312,13.675,2.8033
17/07/2003,5044,0,0,13.2296,2.3628
18/07/2003,4862,0.0755,0,13.3941,2.1733
19/07/2003,4961,0.2572,0.0755,12.9845,2.3247
20/07/2003,4576,0.0147,0.2572,13.2984,2.5589
21/07/2003,4733,0,0.0147,13.7804,2.9783
22/07/2003,4359,0.0366,0,13.669,2.5911
23/07/2003,3954,0.0107,0.0366,14.2095,2.7385
24/07/2003,3609,0.0028,0.0107,14.2893,2.5508
25/07/2003,3991,0.2775,0.0028,13.7271,2.2546
26/07/2003,3815,0.8432,0.2775,13.8114,2.5709
27/07/2003,3411,0.8612,0.8432,13.619,2.5402
28/07/2003,3763,0.075,0.8612,14.0119,2.6743
29/07/2003,3859,0.0164,0.075,14.1264,2.7182
30/07/2003,3776,0.7411,0.0164,13.8473,2.3466
31/07/2003,3748,9.3501,0.7411,13.9143,2.5049
1/08/2003,3841,0,9.3501,14.8245,3.1944
2/08/2003,3842,0.3651,0,15.1874,3.024
3/08/2003,3685,1.4164,0.3651,14.4285,2.6814
4/08/2003,3602,0.7861,1.4164,14.5762,2.6806
5/08/2003,3568,0.1862,0.7861,14.8617,2.9411
6/08/2003,3538,0.4519,0.1862,15.2982,3.0832
7/08/2003,3504,4.7103,0.4519,15.4249,3.1947
8/08/2003,3522,0.2403,4.7103,15.3164,2.82
9/08/2003,3620,2.9335,0.2403,13.8581,2.2975
10/08/2003,3821,5.3189,2.9335,12.8119,2.189
11/08/2003,4247,3.5615,5.3189,13.4362,2.5644
12/08/2003,4584,0.0693,3.5615,13.8635,2.9822
13/08/2003,4452,0.0128,0.0693,13.9988,3.1153
14/08/2003,4049,2.00E-04,0.0128,14.3038,3.1114
15/08/2003,3756,0.3301,2.00E-04,14.4802,3.4432
16/08/2003,3595,1.3904,0.3301,14.1819,2.9742
17/08/2003,3530,4.691,1.3904,13.528,2.7797
18/08/2003,3509,1.8416,4.691,14.0106,2.8863
19/08/2003,3480,0.0488,1.8416,14.3065,3.2358
20/08/2003,3448,0.2706,0.0488,14.5262,3.2911
21/08/2003,3457,0.4915,0.2706,14.5146,3.2522
22/08/2003,3409,1.8856,0.4915,14.9348,3.3153
23/08/2003,3355,6.3299,1.8856,14.5893,2.8849
24/08/2003,3405,11.6816,6.3299,14.6455,3.0116
25/08/2003,3552,1.2447,11.6816,14.6329,3.1746
26/08/2003,3958,5.9197,1.2447,14.2301,2.5694
27/08/2003,4779,5.1143,5.9197,14.0244,2.552
28/08/2003,4748,2.8353,5.1143,13.8942,2.5694
29/08/2003,4288,0.0942,2.8353,13.3672,2.7057
30/08/2003,4098,0.038,0.0942,13.4614,2.9242
31/08/2003,3751,0.0439,0.038,13.6831,3.1472
1/09/2003,3228,0,0.0439,13.8088,3.2222
2/09/2003,3423,0,0,13.9061,3.249
3/09/2003,3613,0.2988,0,14.2628,3.1635
4/09/2003,4009,0.0302,0.2988,14.4873,3.2759
5/09/2003,4251,0,0.0302,14.5802,3.2155
6/09/2003,4428,0.5256,0,14.9749,3.4506
7/09/2003,4625,1.2386,0.5256,15.151,3.4108
8/09/2003,4971,1.6105,1.2386,15.24,3.6198
9/09/2003,5167,6.2933,1.6105,15.2215,3.4546
10/09/2003,5348,4.3991,6.2933,14.8832,2.6095
11/09/2003,5624,18.6146,4.3991,13.51,2.4297
12/09/2003,5996,0,18.6146,13.5817,2.6236
13/09/2003,6347,0.0053,0,14.3293,3.2638
14/09/2003,6617,0,0.0053,13.845,3.531
15/09/2003,6755,0,0,15.0412,3.8352
16/09/2003,6721,0,0,15.0897,3.5514
17/09/2003,6623,1.6907,0,14.4276,3.0338
18/09/2003,6613,0.0691,1.6907,14.2119,2.9186
19/09/2003,6424,0.0537,0.0691,14.8654,3.382
20/09/2003,6280,0.0651,0.0537,15.2659,3.6259
21/09/2003,5996,0.6542,0.0651,14.8234,3.1918
22/09/2003,5717,7.9551,0.6542,14.3771,2.9248
23/09/2003,5241,7.9697,7.9551,15.0224,3.3392
24/09/2003,4874,3.5253,7.9697,15.4605,3.5828
25/09/2003,4432,0.3352,3.5253,15.911,3.6853
26/09/2003,4161,3.6169,0.3352,15.8921,3.707
27/09/2003,3946,16.7039,3.6169,15.2717,3.3736
28/09/2003,3703,1.5411,16.7039,15.1422,3.492
29/09/2003,3547,3.0619,1.5411,15.4875,3.4952
30/09/2003,3293,5.7351,3.0619,15.0588,2.9688
1/10/2003,3083,0.385,5.7351,15.2184,3.2184
2/10/2003,2902,1.9115,0.385,15.1125,3.3604
3/10/2003,2716,1.0118,1.9115,14.9669,3.3333
4/10/2003,2314,1.5203,1.0118,15.317,3.7352
5/10/2003,1956,0.3928,1.5203,15.6367,3.5622
6/10/2003,1736,2.5315,0.3928,16.2326,3.9531
7/10/2003,1575,2.0952,2.5315,15.8624,3.4493
8/10/2003,1374,18.301,2.0952,15.3651,3.0122
9/10/2003,1263,2.2413,18.301,16.0502,3.7108
10/10/2003,1078,3.5927,2.2413,16.2739,3.6173
11/10/2003,1006,9.6971,3.5927,15.8667,3.2679
12/10/2003,1229,12.1936,9.6971,14.9868,2.9805
13/10/2003,1615,1.9234,12.1936,15.1099,2.9727
14/10/2003,1974,0.2486,1.9234,14.7852,2.9749
15/10/2003,2252,0.6658,0.2486,15.1776,3.5603
16/10/2003,2416,2.0487,0.6658,15.4851,3.6143
17/10/2003,2802,0.0015,2.0487,15.3991,4.044
18/10/2003,2993,0.0068,0.0015,15.8691,4.0024
19/10/2003,3238,0.4888,0.0068,16.0841,3.738
20/10/2003,3422,3.6504,0.4888,16.1829,3.7623
21/10/2003,3643,1.9772,3.6504,16.1817,3.3165
22/10/2003,3776,1.9914,1.9772,15.908,3.7552
23/10/2003,3663,0.2342,1.9914,16.2845,3.6748
24/10/2003,3402,6.3539,0.2342,16.5287,3.9391
25/10/2003,3151,5.095,6.3539,16.4782,3.8467
26/10/2003,2904,2.0785,5.095,16.4823,3.8753
27/10/2003,2697,11.4456,2.0785,16.2305,3.6711
28/10/2003,2460,14.9291,11.4456,15.2785,2.8932
29/10/2003,2224,13.2885,14.9291,14.6737,2.5366
30/10/2003,1983,1.9974,13.2885,15.1811,3.3025
31/10/2003,1831,0.9562,1.9974,15.8546,3.7469
1/11/2003,1754,3.341,0.9562,15.9512,3.6338
2/11/2003,1700,3.5791,3.341,15.2314,3.0643
3/11/2003,1960,3.1204,3.5791,15.0175,3.1798
4/11/2003,2204,2.147,3.1204,15.5242,3.6135
5/11/2003,2389,1.5956,2.147,15.5904,3.6544
6/11/2003,2613,1.148,1.5956,15.6688,3.3972
7/11/2003,2835,4.8143,1.148,15.4215,3.5249
8/11/2003,3012,0.0223,4.8143,15.8482,3.6191
9/11/2003,3254,0.3236,0.0223,16.0178,3.9988
10/11/2003,3513,2.3146,0.3236,16.4556,3.6872
11/11/2003,3783,5.3404,2.3146,15.5089,3.1716
12/11/2003,4022,0.2729,5.3404,15.9784,3.978
13/11/2003,4020,0.045,0.2729,16.325,3.7524
14/11/2003,3778,5.2329,0.045,16.6876,3.5984
15/11/2003,3628,2.3341,5.2329,16.1284,3.4106
16/11/2003,3941,0.8635,2.3341,15.8428,3.4551
17/11/2003,4381,3.2357,0.8635,15.9133,3.8825
18/11/2003,4638,1.8724,3.2357,16.6294,3.9875
19/11/2003,4860,1.036,1.8724,16.7432,3.9369
20/11/2003,5137,2.0299,1.036,16.4808,3.6611
21/11/2003,5425,3.7123,2.0299,15.1044,2.7517
22/11/2003,5673,3.0452,3.7123,15.5163,3.4145
23/11/2003,5893,0.277,3.0452,16.2379,3.9729
24/11/2003,6010,0.7524,0.277,16.5126,3.9519
25/11/2003,5854,19.8834,0.7524,16.6148,3.6639
26/11/2003,5455,6.1963,19.8834,15.6223,2.9257
27/11/2003,4984,8.7396,6.1963,15.1956,3.1732
28/11/2003,4597,1.9462,8.7396,15.9848,3.6757
29/11/2003,4329,3.9262,1.9462,16.6944,3.8845
30/11/2003,4210,19.6467,3.9262,16.6659,3.6005
1/12/2003,4825,20.7191,19.6467,15.7129,2.9303
2/12/2003,5301,2.2451,20.7191,16.2238,3.7258
3/12/2003,5073,4.7582,2.2451,16.4429,3.8806
4/12/2003,4814,9.9231,4.7582,15.826,3.2767
5/12/2003,4616,4.2603,9.9231,16.2483,3.5897
6/12/2003,4394,5.2781,4.2603,16.5174,3.8343
7/12/2003,4297,4.2467,5.2781,16.1566,3.6053
8/12/2003,4195,0.5229,4.2467,16.6053,3.8744
9/12/2003,3988,0.5443,0.5229,16.1867,3.3905
10/12/2003,3803,5.5464,0.5443,16.6681,3.6966
11/12/2003,3772,20.0389,5.5464,16.6975,3.5923
12/12/2003,3971,26.18,20.0389,15.6738,2.7493
13/12/2003,4285,15.15,26.18,14.7558,2.9127
14/12/2003,4550,2.2039,15.15,15.277,3.36
15/12/2003,4918,3.4846,2.2039,15.3219,2.995
16/12/2003,5395,0.0034,3.4846,15.2415,2.9699
17/12/2003,5634,0.0222,0.0034,14.9818,3.0785
18/12/2003,5610,4.5533,0.0222,14.3127,2.317
19/12/2003,5667,0.0654,4.5533,14.792,3.1363
20/12/2003,5878,0,0.0654,15.3151,3.3276
21/12/2003,6051,1.1578,0,15.2729,3.6115
22/12/2003,6102,0.7905,1.1578,16.0739,3.6736
23/12/2003,5992,0.347,0.7905,16.0885,3.3996
24/12/2003,6016,0.0644,0.347,15.6758,3.2963
25/12/2003,6182,4.0272,0.0644,15.3845,3.1425
26/12/2003,6477,3.1016,4.0272,15.2954,2.9988
27/12/2003,6680,2.2728,3.1016,16.0205,3.7838
28/12/2003,6530,0.686,2.2728,16.7601,4.0086
29/12/2003,6083,25.1742,0.686,16.5939,3.7213
30/12/2003,5566,2.3011,25.1742,16.3701,3.2682
31/12/2003,5375,1.0067,2.3011,16.1208,3.2065
1/01/2004,5389,0.2305,1.0067,15.3816,2.8517
2/01/2004,5470,0.0625,0.2305,15.3753,2.6021
3/01/2004,5600,0.0628,0.0625,15.8888,3.1808
4/01/2004,5771,0.7209,0.0628,16.4293,3.7409
5/01/2004,5935,1.6934,0.7209,16.4469,3.4575
6/01/2004,6107,2.2389,1.6934,16.6529,3.6441
7/01/2004,6312,8.9453,2.2389,15.8495,3.184
8/01/2004,6325,1.3302,8.9453,16.1155,3.6179
9/01/2004,6122,0.2103,1.3302,16.1823,3.8182
10/01/2004,5925,0.8413,0.2103,16.9203,3.7806
11/01/2004,5681,2.2259,0.8413,16.731,3.652
12/01/2004,5478,3.991,2.2259,16.9575,3.6578
13/01/2004,5373,1.5036,3.991,17.2323,3.7937
14/01/2004,5318,0.0546,1.5036,17.3477,4.0003
15/01/2004,5250,2.3271,0.0546,17.339,4.3519
16/01/2004,5033,0.4121,2.3271,16.5261,4.0698
17/01/2004,4726,0.3348,0.4121,16.0766,4.3282
18/01/2004,4473,0.6006,0.3348,16.2343,4.2888
19/01/2004,4234,0.0066,0.6006,16.5139,4.2375
20/01/2004,4034,0.7659,0.0066,16.9343,3.8439
21/01/2004,3880,16.1839,0.7659,16.8364,3.8471
22/01/2004,3719,3.448,16.1839,15.9045,4.3152
23/01/2004,3606,1.6444,3.448,16.2372,4.2786
24/01/2004,3554,8.0821,1.6444,15.8667,3.8463
25/01/2004,3513,0.1521,8.0821,15.8707,3.5403
26/01/2004,3480,6.8566,0.1521,15.7575,3.5175
27/01/2004,3428,9.0642,6.8566,15.8676,3.8287
28/01/2004,3314,3.6516,9.0642,16.3174,4.2427
29/01/2004,3214,3.3588,3.6516,16.7172,3.9145
30/01/2004,3144,2.9475,3.3588,16.4986,3.7874
31/01/2004,3110,18.0373,2.9475,16.269,3.6281
1/02/2004,3081,1.4005,18.0373,16.0292,3.6313
2/02/2004,3052,2.0998,1.4005,15.5687,3.2672
3/02/2004,3027,0.0577,2.0998,15.9188,3.7376
4/02/2004,3014,7.1339,0.0577,15.956,3.6145
5/02/2004,3010,3.123,7.1339,15.6529,3.3883
6/02/2004,2999,0.2383,3.123,15.687,3.3244
7/02/2004,2986,1.5045,0.2383,15.8221,3.4507
8/02/2004,2974,1.9487,1.5045,15.9304,3.5933
9/02/2004,2964,4.5621,1.9487,15.2696,3.0698
10/02/2004,2974,0.2198,4.5621,15.2005,3.3751
11/02/2004,2988,0.4687,0.2198,15.7322,3.6554
12/02/2004,3014,0.4346,0.4687,15.7605,3.4849
13/02/2004,3051,0.3119,0.4346,16.5548,3.8616
14/02/2004,3079,3.0367,0.3119,16.2808,3.8745
15/02/2004,3097,9.5083,3.0367,16.0698,3.6128
16/02/2004,3124,9.1505,9.5083,15.842,3.7258
17/02/2004,3156,2.9307,9.1505,16.4834,3.6773
18/02/2004,3206,2.4421,2.9307,16.2585,3.5857
19/02/2004,3239,6.9799,2.4421,15.6434,3.2936
20/02/2004,3267,9.6643,6.9799,15.3924,3.2646
21/02/2004,3301,10.9306,9.6643,15.4625,3.4267
22/02/2004,3368,18.3305,10.9306,14.8576,3.0931
23/02/2004,3443,0.137,18.3305,15.1558,3.4661
24/02/2004,3542,0.089,0.137,16.0161,3.693
25/02/2004,3649,0.0261,0.089,16.0726,3.8512
26/02/2004,3719,10.2513,0.0261,15.4126,3.4411
27/02/2004,3740,0.6116,10.2513,15.4628,3.7717
28/02/2004,3757,1.3873,0.6116,15.634,3.8215
29/02/2004,3787,0.7345,1.3873,15.8591,3.858
1/03/2004,3843,7.127,0.7345,16.0622,3.7669
2/03/2004,3912,2.7613,7.127,16.1822,3.4963
3/03/2004,3993,12.4562,2.7613,15.3139,3.3865
4/03/2004,4132,0.676,12.4562,15.1086,2.9413
5/03/2004,4314,5.8539,0.676,15.3876,3.3349
6/03/2004,4482,1.4488,5.8539,15.1261,3.2564
7/03/2004,4492,2.6266,1.4488,15.6368,3.5708
8/03/2004,4327,1.1476,2.6266,15.7106,3.6478
9/03/2004,4253,2.1677,1.1476,15.1475,3.3407
10/03/2004,4445,0.4571,2.1677,14.8231,3.0136
11/03/2004,4796,2.5363,0.4571,15.1177,3.3791
12/03/2004,5253,13.8151,2.5363,15.6149,3.5971
13/03/2004,5452,1.2623,13.8151,16.3276,3.8079
14/03/2004,5166,4.1055,1.2623,15.6858,3.577
15/03/2004,4922,2.8603,4.1055,15.7318,3.6139
16/03/2004,4863,3.2735,2.8603,15.8766,3.379
17/03/2004,4946,2.0571,3.2735,15.9097,3.7826
18/03/2004,5218,5.0336,2.0571,16.2562,3.4794
19/03/2004,5445,5.4104,5.0336,16.2311,3.612
20/03/2004,5724,3.7273,5.4104,15.9983,3.3971
21/03/2004,5896,10.3085,3.7273,16.1674,3.4137
22/03/2004,6110,2.4381,10.3085,15.7003,3.2335
23/03/2004,6140,13.4165,2.4381,15.3777,3.1548
24/03/2004,6065,1.8237,13.4165,15.6742,3.1239
25/03/2004,6135,4.0699,1.8237,16.3129,3.719
26/03/2004,6300,3.6993,4.0699,16.2893,3.7124
27/03/2004,6157,29.8184,3.6993,16.1337,3.1989
28/03/2004,6381,2.5506,29.8184,15.8273,3.362
29/03/2004,7064,29.6128,2.5506,15.833,3.3915
30/03/2004,8477,4.5706,29.6128,15.9716,3.2576
