DATE,CAUDAL,PP,PP_anterior,T,PET
16-09-02,9565,3.5,2.5,28.3,5.0
17-09-02,9111,2.5,1.7,27.6,4.1
18-09-02,8772,1.7,0.7,25.8,4.1
19-09-02,8515,0.7,0,27.8,4.1
20-09-02,8195,0,0,27.9,4.1
21-09-02,7956,0,0,28.3,4.1
22-09-02,7824,0,0,28.4,4.2
23-09-02,7735,0,0.2,28.5,4.0
24-09-02,7674,0.2,16.4,28.7,4.1
25-09-02,7605,16.4,0.1,27.0,4.2
26-09-02,7580,0.1,14.9,26.9,4.2
27-09-02,7580,14.9,0,26.3,4.2
28-09-02,7493,0,2.2,27.2,4.1
29-09-02,7247,2.2,0.2,26.2,4.2
30-09-02,7019,0.2,13.1,27.7,4.2
01-10-02,7154,13.1,0,27.0,4.2
02-10-02,7400,0,0.3,27.8,4.2
03-10-02,7494,0.3,0,27.8,4.2
04-10-02,7452,0,1.8,27.5,4.0
05-10-02,7430,1.8,0,28.1,4.0
06-10-02,7457,0,6.8,28.4,4.0
07-10-02,7465,6.8,4.7,28.1,4.1
08-10-02,7480,4.7,1.7,27.2,4.3
09-10-02,7486,1.7,0,26.2,3.9
10-10-02,7642,0,0.1,27.0,4.3
11-10-02,7786,0.1,15,27.8,4.3
12-10-02,7736,15,0,26.7,4.4
13-10-02,7962,0,2.3,26.7,4.4
14-10-02,8529,2.3,27.6,28.2,4.4
15-10-02,9112,27.6,0.4,27.1,4.4
16-10-02,9503,0.4,1.7,27.8,4.3
17-10-02,9778,1.7,0.2,25.2,4.4
18-10-02,9712,0.2,7.5,26.5,4.4
19-10-02,9581,7.5,0,26.8,4.5
20-10-02,9705,0,8.5,27.4,3.8
21-10-02,10490,8.5,4.9,27.2,4.5
22-10-02,11410,4.9,0.4,26.6,4.2
23-10-02,11910,0.4,3.6,26.6,4.0
24-10-02,11930,3.6,0.1,27.7,4.1
25-10-02,11840,0.1,19.1,27.3,4.4
26-10-02,12020,19.1,0,26.6,4.5
27-10-02,12370,0,19.1,27.3,4.4
28-10-02,12770,19.1,5.7,27.9,4.5
29-10-02,12870,5.7,8.3,27.6,4.6
30-10-02,12810,8.3,0.8,26.9,4.6
31-10-02,12850,0.8,13.8,26.6,3.9
01-11-02,13240,13.8,0.2,25.9,4.7
02-11-02,13960,0.2,0,26.8,4.6
03-11-02,14450,0,5.1,27.6,4.5
04-11-02,14630,5.1,31.5,27.4,4.5
05-11-02,14750,31.5,44.4,26.9,4.4
06-11-02,15260,44.4,0,25.1,4.4
07-11-02,15640,0,0.2,25.2,4.4
08-11-02,15800,0.2,0,26.9,4.6
09-11-02,16000,0,7.9,27.8,4.6
10-11-02,16330,7.9,0,27.1,4.7
11-11-02,16710,0,0.7,27.0,4.0
12-11-02,16930,0.7,30.7,27.0,4.8
13-11-02,17110,30.7,0,26.2,4.8
14-11-02,17490,0,4.9,27.4,4.8
15-11-02,17840,4.9,10.5,27.2,4.9
16-11-02,18070,10.5,0.1,26.7,4.7
17-11-02,18210,0.1,1.7,27.4,4.7
18-11-02,18330,1.7,2.4,28.1,4.8
19-11-02,18500,2.4,12.6,27.5,4.7
20-11-02,18670,12.6,6.4,27.9,4.5
21-11-02,18820,6.4,4,27.7,4.7
22-11-02,18960,4,14.9,26.6,4.1
23-11-02,18990,14.9,0,27.5,4.7
24-11-02,19000,0,0,27.5,4.8
25-11-02,19010,0,9.4,28.1,4.7
26-11-02,19100,9.4,0.4,27.4,4.7
27-11-02,19200,0.4,0.4,27.8,4.6
28-11-02,19270,0.4,0.2,27.0,4.8
29-11-02,19260,0.2,6.5,27.8,4.9
30-11-02,19150,6.5,10.8,28.3,4.9
01-12-02,18950,10.8,20.4,28.2,4.9
02-12-02,18810,20.4,0.8,27.6,4.7
03-12-02,18670,0.8,7,27.5,4.0
04-12-02,18570,7,32.7,27.5,4.9
05-12-02,18550,32.7,0.2,26.7,4.7
06-12-02,18630,0.2,0,27.4,4.7
07-12-02,18690,0,0,28.2,4.9
08-12-02,18690,0,0,28.4,4.9
09-12-02,18670,0,0,28.6,5.0
10-12-02,18570,0,18,28.0,4.9
11-12-02,18470,18,2.1,27.8,4.4
12-12-02,18440,2.1,0,27.4,4.6
13-12-02,18440,0,9,26.9,4.9
14-12-02,18380,9,7.3,27.5,3.9
15-12-02,18130,7.3,1.3,27.8,5.0
16-12-02,17660,1.3,4.2,27.5,5.0
17-12-02,17080,4.2,3.1,24.8,5.0
18-12-02,16560,3.1,0,26.6,5.1
19-12-02,16350,0,25.2,27.2,5.2
20-12-02,16590,25.2,17.6,27.7,5.1
21-12-02,17040,17.6,0.8,26.1,4.7
22-12-02,17470,0.8,4,26.7,4.9
23-12-02,17780,4,14,27.6,5.0
24-12-02,18020,14,5.5,27.8,5.1
25-12-02,18230,5.5,5.2,27.0,3.9
26-12-02,18440,5.2,3.8,27.2,5.1
27-12-02,18630,3.8,1.4,26.9,5.3
28-12-02,18800,1.4,0,27.1,5.2
29-12-02,18950,0,0,27.6,5.3
30-12-02,19060,0,4,28.0,5.2
31-12-02,19200,4,0,27.4,5.2
01-01-03,19340,0,0,27.5,5.0
02-01-03,19400,0,8.6,27.8,4.9
03-01-03,19410,8.6,0.1,28.1,4.9
04-01-03,19290,0.1,14.7,27.6,5.1
05-01-03,19080,14.7,0,27.7,4.9
06-01-03,18710,0,70.8,27.6,4.0
07-01-03,18250,70.8,0,27.1,4.9
08-01-03,17840,0,55.4,28.2,4.7
09-01-03,17040,55.4,0.5,27.6,4.9
10-01-03,16690,0.5,6.6,26.9,4.9
11-01-03,16580,6.6,39.9,27.9,5.1
12-01-03,16670,39.9,7.8,27.9,5.2
13-01-03,16700,7.8,1,27.6,5.1
14-01-03,16880,1,0,27.9,5.1
15-01-03,17200,0,0.2,28.1,4.7
16-01-03,17340,0.2,8.3,27.3,5.0
17-01-03,17220,8.3,0,27.1,4.1
18-01-03,16900,0,0,28.2,5.1
19-01-03,16750,0,0.4,28.2,5.1
20-01-03,16780,0.4,0.5,27.3,4.9
21-01-03,16730,0.5,0,27.6,5.0
22-01-03,16470,0,0,28.3,5.0
23-01-03,16160,0,0,28.9,5.0
24-01-03,15970,0,5.5,27.8,4.8
25-01-03,15760,5.5,2.2,26.6,4.9
26-01-03,15400,2.2,16.2,26.7,5.1
27-01-03,14810,16.2,9.1,27.7,5.1
28-01-03,14300,9.1,0.8,28.0,4.1
29-01-03,13860,0.8,7.4,27.3,5.2
30-01-03,13660,7.4,1.2,27.1,5.2
31-01-03,13570,1.2,10,27.4,5.0
01-02-03,13490,10,4.5,26.6,4.9
02-02-03,13640,4.5,27.8,27.3,5.0
03-02-03,14470,27.8,0,26.8,5.1
04-02-03,15330,0,26.1,26.9,5.2
05-02-03,15940,26.1,0.4,27.8,5.1
06-02-03,16230,0.4,4.7,27.0,5.0
07-02-03,16670,4.7,36.5,26.7,4.8
08-02-03,17130,36.5,8,26.6,4.1
09-02-03,17500,8,0,26.6,4.8
10-02-03,17770,0,0,27.3,4.8
11-02-03,17990,0,0.1,27.1,4.8
12-02-03,18230,0.1,7.2,27.2,4.9
13-02-03,18520,7.2,4.1,27.3,5.0
14-02-03,18750,4.1,0.6,28.0,4.9
15-02-03,18920,0.6,1,27.3,4.8
16-02-03,19030,1,0,27.9,4.8
17-02-03,19130,0,0,27.7,5.0
18-02-03,19200,0,10.5,27.7,5.1
19-02-03,19230,10.5,51.5,27.3,4.0
20-02-03,19170,51.5,0.7,27.6,5.1
21-02-03,18950,0.7,8.3,26.5,5.0
22-02-03,18360,8.3,16.8,25.3,5.1
23-02-03,17830,16.8,70.2,26.4,5.1
24-02-03,17490,70.2,0.6,27.5,5.1
25-02-03,17400,0.6,0.1,26.9,5.1
26-02-03,17250,0.1,1,27.7,4.9
27-02-03,17060,1,28.7,27.5,5.0
28-02-03,17070,28.7,0.1,27.4,5.1
01-03-03,17170,0.1,0,26.4,4.9
02-03-03,17320,0,62.6,26.6,4.1
03-03-03,17660,62.6,0.4,26.8,4.8
04-03-03,18150,0.4,14.6,25.7,5.0
05-03-03,18550,14.6,0,26.1,4.9
06-03-03,18820,0,1.5,26.2,4.8
07-03-03,18960,1.5,0,26.0,4.9
08-03-03,19130,0,0,26.4,4.9
09-03-03,19320,0,0,26.1,4.7
10-03-03,19500,0,3.5,26.6,4.6
11-03-03,19690,3.5,0,27.4,4.9
12-03-03,19830,0,9.1,25.3,5.0
13-03-03,19920,9.1,29.9,27.2,4.0
14-03-03,20000,29.9,27.1,27.2,5.0
15-03-03,20020,27.1,1,27.5,4.9
16-03-03,20010,1,2.3,27.1,5.1
17-03-03,20000,2.3,0,27.0,5.0
18-03-03,20040,0,38.8,26.1,5.0
19-03-03,20060,38.8,0,26.8,4.8
20-03-03,20100,0,16.6,26.9,4.5
21-03-03,20170,16.6,0.9,27.1,4.7
22-03-03,20220,0.9,0,25.8,5.0
23-03-03,20220,0,0,26.6,5.1
24-03-03,20120,0,1.3,26.9,4.0
25-03-03,20030,1.3,0.2,26.4,5.0
26-03-03,20000,0.2,0,26.9,5.0
27-03-03,20010,0,0,26.5,5.0
28-03-03,20020,0,0.9,27.1,4.8
29-03-03,20020,0.9,1.6,26.6,5.0
30-03-03,20020,1.6,23.2,27.0,5.0
31-03-03,20020,23.2,51.4,27.3,4.9
01-04-03,19990,51.4,0,27.4,5.0
02-04-03,19880,0,3.1,26.0,5.0
03-04-03,19790,3.1,14.4,27.1,4.9
04-04-03,19760,14.4,10.6,26.2,3.9
05-04-03,19610,10.6,18.2,27.2,4.9
06-04-03,19510,18.2,7,27.3,4.9
07-04-03,19420,7,9.2,26.5,5.0
08-04-03,19310,9.2,1.5,27.3,4.9
09-04-03,19250,1.5,14.1,27.6,4.9
10-04-03,19250,14.1,0.3,27.4,4.9
11-04-03,19400,0.3,3.5,26.4,4.8
12-04-03,19520,3.5,0.2,25.4,4.9
13-04-03,19640,0.2,0,25.2,5.0
14-04-03,19760,0,1.6,26.0,4.9
15-04-03,19930,1.6,0.1,26.9,4.0
16-04-03,20150,0.1,6.3,27.2,5.0
17-04-03,20330,6.3,0.4,27.7,4.9
18-04-03,20480,0.4,37,27.8,5.1
19-04-03,20500,37,2.9,28.1,5.0
20-04-03,20490,2.9,0.1,25.1,5.0
21-04-03,20330,0.1,24.1,25.9,5.0
22-04-03,20090,24.1,0.1,26.0,5.0
23-04-03,19930,0.1,23.2,26.4,5.0
24-04-03,19700,23.2,2.3,26.5,5.0
25-04-03,19750,2.3,13.7,26.7,5.0
26-04-03,20000,13.7,0,26.7,4.9
27-04-03,20230,0,0,26.7,4.0
28-04-03,20470,0,0,26.3,5.0
29-04-03,20710,0,55.7,27.6,4.9
30-04-03,20950,55.7,53.1,27.0,4.9
01-05-03,21120,53.1,17.1,26.8,4.8
02-05-03,21270,17.1,0,27.1,5.0
03-05-03,21370,0,0.1,27.2,4.9
04-05-03,21480,0.1,35,26.5,5.0
05-05-03,21550,35,6.3,26.9,4.9
06-05-03,21730,6.3,0,25.0,4.6
07-05-03,21850,0,0,23.7,4.7
08-05-03,21890,0,3.6,24.4,4.0
09-05-03,21900,3.6,0.2,25.0,4.8
10-05-03,21950,0.2,9.3,25.7,4.8
11-05-03,22040,9.3,1.2,25.5,4.9
12-05-03,22130,1.2,0.5,26.1,5.0
13-05-03,22200,0.5,2.4,26.2,5.0
14-05-03,22240,2.4,0,26.8,4.9
15-05-03,22240,0,5,26.2,5.0
16-05-03,22240,5,10.4,26.0,4.7
17-05-03,22270,10.4,0,25.5,4.9
18-05-03,22320,0,5.8,26.7,4.9
19-05-03,22350,5.8,0.9,27.2,4.1
20-05-03,22360,0.9,0.1,26.9,5.0
21-05-03,22410,0.1,0.1,26.1,4.8
22-05-03,22430,0.1,2.2,27.4,4.7
23-05-03,22430,2.2,0,25.7,4.8
24-05-03,22430,0,1.3,26.7,5.0
25-05-03,22430,1.3,31.1,26.7,4.9
26-05-03,22440,31.1,0.4,25.4,4.9
27-05-03,22450,0.4,6.3,26.6,4.9
28-05-03,22420,6.3,4.9,25.7,4.9
29-05-03,22390,4.9,0,26.3,5.0
30-05-03,22350,0,5.7,26.4,4.1
31-05-03,22290,5.7,0,26.7,5.1
01-06-03,22210,0,0,26.5,5.1
02-06-03,22170,0,0.6,27.2,5.1
03-06-03,22130,0.6,12.3,27.3,5.0
04-06-03,22140,12.3,46.3,26.7,4.9
05-06-03,22210,46.3,0,26.8,4.9
06-06-03,22410,0,6.2,26.6,5.1
07-06-03,22510,6.2,1.7,26.7,5.1
08-06-03,22570,1.7,2.2,25.7,5.1
09-06-03,22590,2.2,1.5,26.4,4.9
10-06-03,22590,1.5,0,26.7,4.1
11-06-03,22590,0,6.8,27.1,4.7
12-06-03,22590,6.8,0.2,27.0,4.9
13-06-03,22590,0.2,0,26.6,5.0
14-06-03,22560,0,0,26.9,5.1
15-06-03,22500,0,0.1,26.9,4.9
16-06-03,22430,0.1,0.3,27.6,5.0
17-06-03,22270,0.3,0,26.7,5.0
18-06-03,22090,0,0.2,26.9,4.8
19-06-03,21930,0.2,10.9,26.6,4.9
20-06-03,21690,10.9,6.8,25.4,5.0
21-06-03,21530,6.8,0.1,25.6,4.1
22-06-03,21240,0.1,12.9,26.3,5.0
23-06-03,20990,12.9,3.4,25.9,5.2
24-06-03,20850,3.4,0,26.2,4.7
25-06-03,20800,0,0,25.8,5.0
26-06-03,20800,0,2.8,25.9,4.9
27-06-03,20800,2.8,39.7,26.4,4.8
28-06-03,20800,39.7,23.7,26.2,4.9
29-06-03,20860,23.7,0,24.7,4.8
30-06-03,20940,0,0.1,24.9,4.9
01-07-03,20960,0.1,10.2,26.1,4.9
02-07-03,20960,10.2,0,25.5,4.1
03-07-03,20960,0,0,25.2,4.9
04-07-03,20950,0,0.1,25.5,4.6
05-07-03,20930,0.1,0.1,26.3,4.8
06-07-03,20870,0.1,14,26.8,4.9
07-07-03,20830,14,3.7,27.0,4.9
08-07-03,20760,3.7,0,26.9,4.7
09-07-03,20680,0,0,27.0,4.7
10-07-03,20550,0,1.5,26.4,4.8
11-07-03,20340,1.5,0,25.8,4.8
12-07-03,20090,0,0,23.7,4.8
13-07-03,19850,0,0,22.5,4.1
14-07-03,19690,0,0,23.3,4.6
15-07-03,19620,0,0,24.1,4.8
16-07-03,19610,0,6.9,24.9,4.8
17-07-03,19580,6.9,0.1,25.5,4.7
18-07-03,19490,0.1,0,24.7,4.7
19-07-03,19330,0,0,24.6,4.7
20-07-03,19010,0,0,25.8,4.7
21-07-03,18590,0,0.4,26.0,4.5
22-07-03,18070,0.4,1.3,26.0,4.8
23-07-03,17510,1.3,1,26.0,4.8
24-07-03,16760,1,7,26.1,4.1
25-07-03,15640,7,23.4,26.0,4.7
26-07-03,14890,23.4,0.1,25.5,4.7
27-07-03,14290,0.1,0.1,25.1,4.8
28-07-03,13760,0.1,0.3,26.0,4.7
29-07-03,13520,0.3,9,26.3,4.7
30-07-03,13500,9,0.1,26.5,4.7
31-07-03,13450,0.1,0,26.8,4.6
01-08-03,13140,0,0,26.6,4.3
02-08-03,12740,0,26.8,26.8,4.2
03-08-03,12420,26.8,0.2,26.6,4.4
04-08-03,12310,0.2,2.4,26.7,4.1
05-08-03,12270,2.4,0,27.3,4.5
06-08-03,12110,0,0.1,27.7,4.6
07-08-03,11870,0.1,2.8,27.2,4.6
08-08-03,11650,2.8,0,26.2,4.6
09-08-03,11540,0,0,24.9,4.6
10-08-03,11450,0,0,24.3,4.5
11-08-03,11590,0,0.4,25.0,4.1
12-08-03,12160,0.4,9.6,25.0,4.4
13-08-03,12940,9.6,0,26.7,4.2
14-08-03,13540,0,0,26.9,4.1
15-08-03,13720,0,13.1,26.3,5.1
16-08-03,13780,13.1,2,26.6,4.1
17-08-03,13540,2,3.3,25.7,4.4
18-08-03,13050,3.3,0,26.5,4.4
19-08-03,12560,0,0.1,25.5,4.4
20-08-03,12170,0.1,0.1,26.5,4.3
21-08-03,11930,0.1,0.1,26.5,4.3
22-08-03,11750,0.1,0.3,27.6,4.3
23-08-03,11640,0.3,0,26.9,4.3
24-08-03,11580,0,16.5,27.9,4.4
25-08-03,11450,16.5,0,27.3,4.4
26-08-03,11310,0,0,24.9,4.3
27-08-03,11200,0,0,24.8,4.1
28-08-03,11210,0,0,25.7,4.3
29-08-03,11380,0,0,23.8,4.3
30-08-03,12000,0,0,25.0,4.2
31-08-03,12530,0,1.3,25.1,4.2
01-09-03,12570,1.3,7.2,25.9,4.3
02-09-03,12180,7.2,0,26.8,4.3
03-09-03,11640,0,0,25.0,4.3
04-09-03,10960,0,4.9,25.8,4.2
05-09-03,10310,4.9,0,26.2,4.4
06-09-03,9751,0,0,25.7,4.3
07-09-03,9176,0,3.6,26.9,4.1
08-09-03,8801,3.6,3.3,27.0,4.2
09-09-03,8514,3.3,35.3,26.5,4.3
10-09-03,8216,35.3,0,24.8,4.2
11-09-03,8076,0,0,23.9,4.2
12-09-03,8060,0,0,24.3,4.2
13-09-03,8146,0,0,25.5,4.2
14-09-03,9291,0,0,26.5,3.9
15-09-03,11380,0,7.2,27.0,4.1
16-09-03,12570,7.2,2.9,27.3,4.1
17-09-03,12830,2.9,6.4,25.1,4.0
18-09-03,12430,6.4,0,26.8,4.2
19-09-03,11800,0,0.1,26.4,4.1
20-09-03,11070,0.1,1.2,27.0,4.0
21-09-03,10420,1.2,13.6,26.6,3.8
22-09-03,10180,13.6,2.1,23.6,3.6
23-09-03,10520,2.1,0.9,27.5,3.5
24-09-03,10790,0.9,0,27.7,3.8
25-09-03,10750,0,0.1,28.3,3.9
26-09-03,10780,0.1,0,28.6,3.9
27-09-03,10990,0,0,27.8,3.9
28-09-03,11100,0,14.3,28.0,4.0
29-09-03,11160,14.3,28.2,26.7,4.1
30-09-03,11110,28.2,5.2,25.9,4.0
01-10-03,11210,5.2,0.5,27.2,4.0
02-10-03,11450,0.5,7.8,27.4,4.0
03-10-03,11960,7.8,0,28.1,4.1
04-10-03,12880,0,0,27.2,4.1
05-10-03,13370,0,1,27.3,4.1
06-10-03,13490,1,0,27.7,4.0
07-10-03,13360,0,1.9,27.6,4.0
08-10-03,13190,1.9,0,27.4,4.1
09-10-03,12970,0,0,27.5,4.1
10-10-03,12730,0,94.7,28.3,4.1
11-10-03,12820,94.7,6.2,27.4,4.1
12-10-03,13720,6.2,0,25.9,3.8
13-10-03,14470,0,2.7,25.9,3.9
14-10-03,14610,2.7,0.3,26.5,3.9
15-10-03,14610,0.3,0,26.7,4.0
16-10-03,14590,0,0,26.4,4.0
17-10-03,14920,0,0,26.6,4.1
18-10-03,15140,0,15.1,27.4,4.1
19-10-03,15050,15.1,0,27.7,4.0
20-10-03,14630,0,0,28.1,3.6
21-10-03,14010,0,0.1,27.9,4.1
22-10-03,13200,0.1,3.3,27.7,3.6
23-10-03,12320,3.3,0.1,28.8,3.5
24-10-03,11390,0.1,1.6,28.9,3.8
25-10-03,10560,1.6,6.5,28.6,3.9
26-10-03,10090,6.5,6.2,29.3,4.0
27-10-03,9659,6.2,1.8,28.2,4.0
28-10-03,9313,1.8,4,27.0,4.0
29-10-03,9146,4,4.5,26.2,4.0
30-10-03,9161,4.5,0,27.1,4.0
31-10-03,9495,0,1.8,27.3,4.1
01-11-03,10470,1.8,25.9,26.7,4.1
02-11-03,12240,25.9,0.2,24.7,4.1
03-11-03,13610,0.2,0,24.3,3.8
04-11-03,14040,0,7.3,25.9,3.8
05-11-03,14090,7.3,0.2,27.6,3.9
06-11-03,14150,0.2,3.3,27.8,3.9
07-11-03,14320,3.3,0,27.9,3.9
08-11-03,14340,0,0,27.8,4.0
09-11-03,14150,0,52.1,28.8,4.0
10-11-03,14040,52.1,0.3,27.6,4.0
11-11-03,14540,0.3,4.7,25.9,4.1
12-11-03,15010,4.7,24.9,27.0,4.1
13-11-03,14840,24.9,22.9,28.7,4.1
14-11-03,14300,22.9,0.4,27.6,4.1
15-11-03,14120,0.4,1.1,26.6,4.0
16-11-03,13870,1.1,17.1,27.5,4.0
17-11-03,13460,17.1,3,28.2,4.1
18-11-03,13100,3,26.9,28.6,4.1
19-11-03,12890,26.9,1.3,28.5,4.2
20-11-03,12830,1.3,0,28.3,4.2
21-11-03,12880,0,0,25.5,4.1
22-11-03,12890,0,1.7,27.0,4.0
23-11-03,12840,1.7,0,27.6,4.1
24-11-03,12920,0,0,28.1,4.1
25-11-03,13410,0,11,28.5,4.2
26-11-03,13940,11,38.4,26.2,4.2
27-11-03,13960,38.4,3.3,27.3,4.1
28-11-03,13480,3.3,0,27.8,4.3
29-11-03,12970,0,25.4,28.8,4.2
30-11-03,12820,25.4,0,27.9,4.3
01-12-03,13380,0,0.2,28.0,4.4
02-12-03,13860,0.2,0,28.1,4.3
03-12-03,14050,0,3.7,28.4,4.4
04-12-03,14700,3.7,0,27.7,5.1
05-12-03,15500,0,0.1,27.4,4.0
06-12-03,16070,0.1,3,27.4,4.3
07-12-03,16420,3,1.2,27.8,4.4
08-12-03,16640,1.2,4,27.9,4.5
09-12-03,16780,4,24.6,28.1,4.5
10-12-03,16830,24.6,0.2,27.5,4.4
11-12-03,16780,0.2,0,28.0,4.6
12-12-03,16660,0,0.4,27.3,4.5
13-12-03,16470,0.4,0,25.9,4.2
14-12-03,16240,0,82.9,27.8,4.3
15-12-03,16050,82.9,19.6,27.4,4.2
16-12-03,16240,19.6,22.4,27.0,3.9
17-12-03,16960,22.4,4.4,24.8,4.4
18-12-03,18000,4.4,0,23.6,4.5
19-12-03,18840,0,0,24.3,4.5
20-12-03,19360,0,3.2,27.0,4.3
21-12-03,19760,3.2,0,26.7,4.6
22-12-03,20060,0,3.5,28.0,4.6
23-12-03,20340,3.5,45.3,27.8,4.6
24-12-03,20510,45.3,11.9,27.2,4.7
25-12-03,20770,11.9,0.2,27.2,4.7
26-12-03,21020,0.2,3,26.6,4.5
27-12-03,21160,3,0,28.1,4.1
28-12-03,21280,0,5,28.9,4.5
29-12-03,21370,5,0.9,27.9,4.5
30-12-03,21470,0.9,3.4,26.5,4.7
31-12-03,21670,3.4,2.7,26.9,4.8
01-01-04,21690,2.7,0.2,26.2,4.8
02-01-04,21770,0.2,0.1,25.1,4.9
03-01-04,21830,0.1,11.7,26.7,4.9
04-01-04,21880,11.7,0.3,27.7,4.9
05-01-04,21970,0.3,30.1,27.3,4.8
06-01-04,22020,30.1,0.3,27.4,4.6
07-01-04,22080,0.3,8.8,26.6,4.1
08-01-04,22150,8.8,2.9,27.3,4.8
09-01-04,22170,2.9,1.8,27.1,5.0
10-01-04,22190,1.8,0,28.3,4.8
11-01-04,22190,0,1.8,28.5,4.1
12-01-04,22200,1.8,0.1,28.0,4.5
13-01-04,22210,0.1,0,28.2,4.8
14-01-04,22180,0,0,28.0,4.8
15-01-04,22090,0,0,27.9,4.8
16-01-04,21970,0,0,27.7,4.7
17-01-04,21770,0,2.7,26.7,4.7
18-01-04,21470,2.7,0,28.1,4.0
19-01-04,20990,0,0,28.0,4.8
20-01-04,20300,0,0,28.1,5.0
21-01-04,19400,0,0.6,28.0,4.6
22-01-04,18480,0.6,0.3,28.0,4.8
23-01-04,17400,0.3,0,28.1,4.9
24-01-04,16440,0,0,28.1,4.9
25-01-04,15570,0,0,27.6,5.0
26-01-04,14840,0,0,28.6,4.8
27-01-04,14170,0,0,29.0,4.8
28-01-04,13590,0,0,28.9,4.7
29-01-04,13150,0,0,28.4,4.2
30-01-04,12840,0,1,28.0,4.9
31-01-04,12510,1,0.9,28.0,4.9
01-02-04,12140,0.9,8.4,27.3,4.6
02-02-04,11750,8.4,0,27.3,4.9
03-02-04,11450,0,4.9,26.7,5.0
04-02-04,11250,4.9,1.4,27.2,5.0
05-02-04,11080,1.4,16.6,26.7,4.9
06-02-04,10990,16.6,1.9,25.4,4.9
07-02-04,10930,1.9,0.3,26.0,4.9
08-02-04,10810,0.3,15.7,26.7,4.9
09-02-04,10830,15.7,2.1,26.6,4.2
10-02-04,10890,2.1,0,26.6,5.0
11-02-04,10970,0,19.2,26.4,5.1
12-02-04,10970,19.2,1.2,26.0,5.1
13-02-04,10980,1.2,5.8,27.6,5.1
14-02-04,11180,5.8,82.7,27.6,4.9
15-02-04,11360,82.7,40.8,27.9,4.8
16-02-04,11370,40.8,31.5,27.4,5.0
17-02-04,11190,31.5,7.2,27.2,4.6
18-02-04,10990,7.2,0.7,26.9,4.8
19-02-04,10760,0.7,0.5,27.0,4.9
20-02-04,10620,0.5,7.3,25.3,4.1
21-02-04,10680,7.3,0.6,26.0,5.1
22-02-04,11030,0.6,0,24.8,5.2
23-02-04,11440,0,0,25.5,5.0
24-02-04,11950,0,25.2,26.5,4.8
25-02-04,12580,25.2,0.3,27.0,4.9
26-02-04,13300,0.3,0.4,26.3,4.9
27-02-04,13710,0.4,2.8,27.7,5.0
28-02-04,13700,2.8,3.1,26.9,5.1
29-02-04,13450,3.1,0.1,26.8,5.1
01-03-04,13220,0.1,0.9,27.8,5.0
02-03-04,13030,0.9,16.3,27.5,4.3
03-03-04,12740,16.3,59.4,27.6,5.0
04-03-04,12420,59.4,23.1,26.0,4.9
05-03-04,12300,23.1,4.7,25.6,4.9
06-03-04,12390,4.7,0,26.2,4.9
07-03-04,12790,0,14.4,26.3,5.1
08-03-04,13410,14.4,14,27.2,5.1
09-03-04,14120,14,1.6,26.7,5.2
10-03-04,14660,1.6,14.1,26.4,5.1
11-03-04,14880,14.1,0.7,26.7,4.7
12-03-04,14990,0.7,1.4,26.7,5.0
13-03-04,15150,1.4,50.7,27.2,4.1
14-03-04,15470,50.7,1.7,27.4,5.0
15-03-04,16010,1.7,0,27.2,4.9
16-03-04,16510,0,4.8,27.0,5.1
17-03-04,16690,4.8,42.8,27.9,4.9
18-03-04,16610,42.8,10.2,27.9,4.9
19-03-04,16610,10.2,6.2,27.0,4.9
20-03-04,16660,6.2,4.1,27.4,5.1
21-03-04,16610,4.1,0.1,26.7,5.2
22-03-04,16410,0.1,37.5,26.6,5.0
23-03-04,16240,37.5,3.2,26.3,5.0
24-03-04,16140,3.2,9,27.2,4.9
25-03-04,16210,9,1,27.1,4.2
26-03-04,16460,1,0.7,26.8,5.1
27-03-04,17150,0.7,5.6,27.1,5.0
28-03-04,17820,5.6,0.7,26.6,5.0
29-03-04,18330,0.7,0,26.3,4.9
30-03-04,18850,0,0.4,26.7,4.8
31-03-04,19210,0.4,0,26.9,5.0
01-04-04,19510,0,1.2,27.3,5.1
02-04-04,19720,1.2,0,27.3,5.0
03-04-04,19860,0,1.2,27.0,4.8
04-04-04,19940,1.2,0.2,27.3,4.8
05-04-04,19890,0.2,0,27.3,4.3
06-04-04,19710,0,0,27.5,5.0
07-04-04,19480,0,41.9,28.0,5.0
08-04-04,19230,41.9,0.4,28.0,4.9
09-04-04,18970,0.4,0.8,26.9,4.9
10-04-04,18670,0.8,0,27.3,4.9
11-04-04,18220,0,0,27.6,4.8
12-04-04,17800,0,23.5,28.1,5.0
13-04-04,17460,23.5,7.8,27.5,4.8
14-04-04,17200,7.8,0.5,27.9,4.7
15-04-04,16960,0.5,8.6,27.6,4.6
16-04-04,16700,8.6,0,26.5,4.3
17-04-04,16410,0,0.8,26.9,4.8
18-04-04,16460,0.8,0,26.1,4.9
19-04-04,16730,0,14.5,26.5,4.9
20-04-04,16960,14.5,4.5,26.9,4.8
21-04-04,17080,4.5,3.8,27.0,4.7
22-04-04,17140,3.8,0,26.8,4.8
23-04-04,17220,0,0,26.1,4.9
24-04-04,17230,0,36.8,26.8,4.6
25-04-04,17240,36.8,0,26.7,4.8
26-04-04,17290,0,5.7,26.2,4.7
27-04-04,17280,5.7,0,26.0,4.2
28-04-04,17230,0,0.9,26.3,5.0
29-04-04,17250,0.9,50.8,26.9,4.9
30-04-04,17740,50.8,0.9,27.2,4.9
