DATE,CAUDAL,PP,PP_anterior,T,PET
18-12-05,11600,5.3,10.9,27.8,4.8
19-12-05,12520,10.9,0,27.3,4.1
20-12-05,13430,0,0,27.3,4.3
21-12-05,14100,0,5.2,27.7,4.1
22-12-05,14600,5.2,17.6,27.7,3.9
23-12-05,14940,17.6,27.3,27.5,3.6
24-12-05,15240,27.3,1.8,28.0,3.8
25-12-05,15520,1.8,6.3,26.7,3.9
26-12-05,15820,6.3,0.2,26.8,4.1
27-12-05,16300,0.2,0,27.2,4.1
28-12-05,16860,0,0,27.6,4.1
29-12-05,17380,0,0,28.3,4.9
30-12-05,17910,0,0,27.9,4.1
31-12-05,18430,0,0,28.2,4.1
01-01-06,18790,0,0,28.5,3.9
02-01-06,18900,0,3.8,28.6,3.9
03-01-06,18770,3.8,7.6,28.1,4.0
04-01-06,18430,7.6,0.7,27.3,3.9
05-01-06,18050,0.7,0.2,27.7,3.6
06-01-06,17430,0.2,28.4,26.2,3.6
07-01-06,16680,28.4,0.5,27.6,3.9
08-01-06,15970,0.5,17.2,27.6,4.0
09-01-06,15400,17.2,0.7,27.4,5.0
10-01-06,15010,0.7,0,28.4,4.0
11-01-06,14630,0,0,28.2,4.0
12-01-06,14310,0,0.3,27.9,3.9
13-01-06,14050,0.3,6.4,28.0,4.0
14-01-06,13740,6.4,18.3,27.7,4.0
15-01-06,13390,18.3,0.2,27.4,4.0
16-01-06,13210,0.2,3.1,27.2,4.1
17-01-06,13330,3.1,33.7,26.4,4.0
18-01-06,13800,33.7,0,27.4,4.1
19-01-06,14780,0,0,26.7,4.1
20-01-06,16030,0,14.3,26.7,5.2
21-01-06,16960,14.3,0,27.7,5.1
22-01-06,17530,0,39.9,26.4,3.9
23-01-06,17880,39.9,5.8,26.1,3.8
24-01-06,18130,5.8,5.7,27.1,3.9
25-01-06,18320,5.7,17.1,28.0,3.9
26-01-06,18510,17.1,12.5,25.7,4.0
27-01-06,18750,12.5,0,25.5,4.0
28-01-06,19020,0,5,27.1,4.1
29-01-06,19350,5,0.1,27.5,4.1
30-01-06,19820,0.1,2.6,28.2,4.2
31-01-06,20120,2.6,37.5,28.0,4.2
01-02-06,20470,37.5,12.5,27.3,5.0
02-02-06,20840,12.5,3.9,26.4,4.1
03-02-06,21200,3.9,0.9,27.1,4.2
04-02-06,21500,0.9,29.2,27.2,4.1
05-02-06,21680,29.2,0.1,28.3,4.2
06-02-06,21850,0.1,0.9,27.8,4.3
07-02-06,22030,0.9,0,27.7,4.2
08-02-06,22180,0,0,27.8,4.1
09-02-06,22320,0,82.5,27.9,4.2
10-02-06,22500,82.5,1.4,26.7,4.3
11-02-06,22690,1.4,0,26.4,4.3
12-02-06,22780,0,1.8,27.2,5.1
13-02-06,22860,1.8,0,28.0,4.2
14-02-06,22940,0,21.4,28.3,4.3
15-02-06,23010,21.4,0,27.9,4.3
16-02-06,23060,0,0,27.8,4.3
17-02-06,23040,0,0,28.5,4.3
18-02-06,22940,0,11.8,27.9,4.5
19-02-06,22760,11.8,0.9,27.2,4.5
20-02-06,22580,0.9,0,26.9,4.4
21-02-06,22320,0,2.5,26.9,4.4
22-02-06,22000,2.5,8.2,27.8,4.5
23-02-06,21750,8.2,35.2,27.7,5.0
24-02-06,21570,35.2,30.9,28.0,4.5
25-02-06,21430,30.9,0,26.9,4.6
26-02-06,21270,0,4.1,27.2,4.6
27-02-06,21070,4.1,1.6,27.4,4.6
28-02-06,20850,1.6,72.1,27.6,4.2
01-03-06,20730,72.1,0.4,26.8,4.5
02-03-06,20750,0.4,0.4,27.4,4.7
03-03-06,20810,0.4,0,27.8,4.7
04-03-06,20980,0,1.2,27.8,4.7
05-03-06,21240,1.2,4.9,27.3,4.7
06-03-06,21530,4.9,2.5,26.5,5.0
07-03-06,21770,2.5,0,27.1,4.7
08-03-06,21930,0,1.4,27.6,4.7
09-03-06,22040,1.4,25.7,27.6,4.7
10-03-06,22160,25.7,15.2,26.8,4.5
11-03-06,22280,15.2,0.1,26.6,4.5
12-03-06,22440,0.1,10.5,27.7,4.8
13-03-06,22630,10.5,30.8,27.1,4.8
14-03-06,22820,30.8,40.7,26.7,4.7
15-03-06,23020,40.7,6.9,26.3,4.5
16-03-06,23180,6.9,2.9,26.6,4.4
17-03-06,23320,2.9,2.5,27.3,5.2
18-03-06,23450,2.5,38.1,26.8,4.6
19-03-06,23690,38.1,0,26.6,4.6
20-03-06,23800,0,17.5,27.1,4.7
21-03-06,23920,17.5,7.9,26.6,4.6
22-03-06,24040,7.9,0.1,25.2,4.7
23-03-06,24130,0.1,20.3,27.0,4.8
24-03-06,24210,20.3,15.1,27.6,4.5
25-03-06,24300,15.1,61,27.2,4.6
26-03-06,24470,61,0.2,24.9,4.8
27-03-06,24580,0.2,0,26.6,4.9
28-03-06,24690,0,0,27.3,5.1
29-03-06,24750,0,36.4,27.3,5.1
30-03-06,24830,36.4,1.5,27.1,4.9
31-03-06,24920,1.5,22.6,27.6,4.6
01-04-06,25030,22.6,0.1,25.6,4.8
02-04-06,25100,0.1,2.6,27.4,5.0
03-04-06,25120,2.6,10.9,28.0,5.1
04-04-06,25160,10.9,17.7,27.7,4.7
05-04-06,25250,17.7,0.2,26.6,4.7
06-04-06,25260,0.2,7.4,27.3,4.8
07-04-06,25260,7.4,16.9,27.5,4.9
08-04-06,25270,16.9,0,27.1,5.0
09-04-06,25280,0,11.3,28.0,5.1
10-04-06,25280,11.3,1.9,27.6,5.2
11-04-06,25280,1.9,3.6,27.0,4.6
12-04-06,25270,3.6,1.1,26.7,4.2
13-04-06,25230,1.1,7.4,27.0,4.5
14-04-06,25190,7.4,0.1,26.9,4.7
15-04-06,25150,0.1,0.8,26.7,5.0
16-04-06,25110,0.8,0,26.6,5.0
17-04-06,25090,0,13.7,25.8,5.1
18-04-06,25040,13.7,0,24.9,5.1
19-04-06,24990,0,0,24.7,4.7
20-04-06,24920,0,0,26.1,5.2
21-04-06,24870,0,23.4,26.9,5.1
22-04-06,24840,23.4,22.8,26.9,4.8
23-04-06,24840,22.8,5,26.1,4.8
24-04-06,24840,5,28.6,26.2,5.0
25-04-06,24850,28.6,0.3,26.2,4.9
26-04-06,24860,0.3,58,26.5,5.1
27-04-06,24910,58,0.3,26.2,5.2
28-04-06,24970,0.3,0,27.3,5.1
29-04-06,25030,0,0,27.2,5.2
30-04-06,25060,0,4.6,27.6,5.0
01-05-06,25070,4.6,32.5,26.8,4.9
02-05-06,25160,32.5,36.2,25.0,5.0
03-05-06,25470,36.2,0.1,23.8,5.0
04-05-06,25580,0.1,0,24.7,5.1
05-05-06,25500,0,0.2,26.1,5.3
06-05-06,25390,0.2,7.7,26.9,5.3
07-05-06,25290,7.7,0.2,25.9,5.2
08-05-06,25230,0.2,0,24.4,5.1
09-05-06,25130,0,0,25.1,5.0
10-05-06,24980,0,0,24.6,5.2
11-05-06,24800,0,0,25.1,5.2
12-05-06,24660,0,0,24.7,5.1
13-05-06,24560,0,0,25.0,5.1
14-05-06,24490,0,0,24.6,4.9
15-05-06,24350,0,0,24.3,5.0
16-05-06,24110,0,0,25.2,5.2
17-05-06,23770,0,3.3,26.4,5.1
18-05-06,23380,3.3,0,26.3,5.1
19-05-06,22870,0,0,26.9,5.0
20-05-06,22250,0,7.6,27.4,4.9
21-05-06,21500,7.6,6.6,26.6,5.1
22-05-06,20650,6.6,21.5,26.4,5.2
23-05-06,19620,21.5,0,24.6,5.1
24-05-06,18540,0,0,23.2,4.9
25-05-06,17590,0,0,23.5,4.8
26-05-06,16910,0,0,25.3,4.9
27-05-06,16500,0,19.6,25.5,5.0
28-05-06,16210,19.6,1.3,26.0,5.0
29-05-06,16090,1.3,0,26.4,5.0
30-05-06,15800,0,0.2,25.7,4.9
31-05-06,15290,0.2,2.5,26.0,4.9
01-06-06,14770,2.5,6.1,26.0,4.9
02-06-06,14340,6.1,11.3,26.2,4.6
03-06-06,14030,11.3,1.3,26.6,5.0
04-06-06,14300,1.3,16.8,27.7,4.8
05-06-06,15520,16.8,0.2,26.5,4.9
06-06-06,16660,0.2,10.2,27.2,5.0
07-06-06,17100,10.2,0.4,26.4,5.1
08-06-06,16990,0.4,0,27.0,5.1
09-06-06,16630,0,0,27.6,5.2
10-06-06,16420,0,0.4,27.4,4.9
11-06-06,16360,0.4,11.4,27.2,4.9
12-06-06,16350,11.4,6.7,26.6,5.0
13-06-06,16360,6.7,0,26.3,5.1
14-06-06,16190,0,0,26.9,5.0
15-06-06,16070,0,0,26.5,5.1
16-06-06,15980,0,0.1,25.9,5.1
17-06-06,16040,0.1,0.2,26.3,4.7
18-06-06,16070,0.2,0,26.1,5.1
19-06-06,16020,0,0.4,26.0,5.0
20-06-06,16020,0.4,0.6,26.7,4.9
21-06-06,15980,0.6,0,26.6,5.0
22-06-06,15810,0,0,25.9,5.0
23-06-06,15510,0,0,26.6,5.1
24-06-06,15230,0,0,26.4,5.0
25-06-06,15110,0,0.2,26.8,4.9
26-06-06,15490,0.2,0.4,27.0,4.7
27-06-06,16120,0.4,21.9,26.4,4.9
28-06-06,16450,21.9,0.1,25.9,5.1
29-06-06,16250,0.1,0.1,26.6,5.1
30-06-06,15690,0.1,0.1,26.9,5.1
01-07-06,15240,0.1,0,26.4,5.1
02-07-06,15000,0,0,26.3,5.1
03-07-06,15060,0,0,26.8,5.0
04-07-06,15140,0,0.1,26.5,5.0
05-07-06,15120,0.1,0.1,26.5,4.9
06-07-06,15140,0.1,0,25.7,5.0
07-07-06,15430,0,0,26.3,5.0
08-07-06,15660,0,0,26.8,4.9
09-07-06,15420,0,0,27.9,4.9
10-07-06,14810,0,0.1,27.5,4.9
11-07-06,14140,0.1,19.6,27.9,4.9
12-07-06,13470,19.6,1.2,27.7,5.0
13-07-06,12920,1.2,0,26.6,5.0
14-07-06,12410,0,49.3,27.3,4.9
15-07-06,12010,49.3,7.8,25.5,5.0
16-07-06,11730,7.8,0,25.8,5.0
17-07-06,11710,0,0,26.1,5.1
18-07-06,12210,0,0,26.2,5.0
19-07-06,13030,0,0,25.9,5.0
20-07-06,13740,0,0.1,26.7,4.9
21-07-06,13950,0.1,0,26.1,4.9
22-07-06,13610,0,13,27.0,4.9
23-07-06,12960,13,13.6,26.7,5.0
24-07-06,12200,13.6,0,26.9,4.5
25-07-06,11350,0,0,26.6,4.6
26-07-06,10570,0,21,27.5,4.7
27-07-06,10020,21,0.1,27.2,4.9
28-07-06,9709,0.1,8.2,27.3,5.1
29-07-06,9556,8.2,13.6,26.7,4.8
30-07-06,9401,13.6,0.1,26.7,5.0
31-07-06,9205,0.1,0,23.5,5.1
01-08-06,9024,0,0,24.8,5.2
02-08-06,8881,0,0,25.4,5.0
03-08-06,8766,0,0,26.2,5.0
04-08-06,8755,0,0,26.9,5.1
05-08-06,9191,0,0.1,27.1,5.0
06-08-06,10060,0.1,0,26.7,5.0
07-08-06,10560,0,20.8,27.5,5.2
08-08-06,10470,20.8,0,27.6,5.0
09-08-06,10030,0,0,27.5,5.1
10-08-06,9441,0,0,27.1,5.0
11-08-06,8915,0,8.6,26.9,4.9
12-08-06,8539,8.6,4,27.9,5.1
13-08-06,8368,4,0.1,27.7,4.9
14-08-06,8424,0.1,0,28.3,4.7
15-08-06,8716,0,0,28.1,5.0
16-08-06,9308,0,0.1,27.2,4.8
17-08-06,9670,0.1,3.6,27.9,4.8
18-08-06,9553,3.6,7,26.7,4.7
19-08-06,9345,7,0.3,26.6,5.1
20-08-06,9329,0.3,0,26.3,4.9
21-08-06,9279,0,0,25.4,4.9
22-08-06,9399,0,0,25.6,5.0
23-08-06,9745,0,0,26.9,4.9
24-08-06,10110,0,10.6,27.4,4.9
25-08-06,10480,10.6,3.2,27.1,4.9
26-08-06,10740,3.2,10.8,27.5,5.0
27-08-06,10730,10.8,0,26.5,4.9
28-08-06,10640,0,2.8,27.8,5.0
29-08-06,10440,2.8,0,27.3,4.8
30-08-06,10120,0,2.3,26.4,5.1
31-08-06,9794,2.3,0,28.2,5.2
01-09-06,9434,0,0,27.5,4.9
02-09-06,9078,0,6.5,28.5,4.9
03-09-06,8882,6.5,0.6,28.2,5.0
04-09-06,8799,0.6,0,28.1,4.9
05-09-06,8720,0,0,25.7,5.0
06-09-06,8569,0,0,24.7,5.0
07-09-06,8386,0,0,25.6,5.1
08-09-06,8255,0,7.1,26.9,5.1
09-09-06,8086,7.1,0.3,27.1,4.8
10-09-06,7988,0.3,8.3,27.2,5.0
11-09-06,8096,8.3,0,26.5,5.0
12-09-06,8139,0,10.9,27.1,4.9
13-09-06,7983,10.9,0.2,27.7,4.9
14-09-06,7926,0.2,0.2,28.2,5.0
15-09-06,8024,0.2,0.1,28.6,5.0
16-09-06,8123,0.1,1.7,28.2,4.9
17-09-06,8231,1.7,3.6,28.1,5.0
18-09-06,8178,3.6,0.3,26.4,4.7
19-09-06,7919,0.3,0.3,27.2,5.0
20-09-06,7596,0.3,0,28.0,4.9
21-09-06,7484,0,2,28.5,5.0
22-09-06,7809,2,1.6,28.8,5.1
23-09-06,8520,1.6,1.3,27.6,4.9
24-09-06,8865,1.3,0.4,27.8,5.0
25-09-06,8700,0.4,0,25.6,4.8
26-09-06,8272,0,0,26.6,4.8
27-09-06,7847,0,0,27.9,4.9
28-09-06,7713,0,0.2,28.5,5.0
29-09-06,8087,0.2,10.2,29.0,4.8
30-09-06,9040,10.2,0,27.9,4.9
01-10-06,10040,0,0.8,26.3,4.8
02-10-06,10510,0.8,0,27.7,5.0
03-10-06,10490,0,0.1,27.3,5.0
04-10-06,10230,0.1,0.1,27.9,5.0
05-10-06,10080,0.1,3.7,28.3,5.1
06-10-06,10050,3.7,17.6,27.6,4.9
07-10-06,10040,17.6,0.3,27.0,5.1
08-10-06,10140,0.3,0.1,28.1,5.1
09-10-06,10630,0.1,12.6,28.0,5.1
10-10-06,11440,12.6,3.9,28.5,5.0
11-10-06,12320,3.9,14,28.0,5.0
12-10-06,12830,14,0.9,27.3,5.0
13-10-06,12930,0.9,3.6,27.9,5.0
14-10-06,12750,3.6,0.8,28.3,4.8
15-10-06,12570,0.8,1,29.4,5.0
16-10-06,12670,1,6.1,28.6,5.2
17-10-06,12980,6.1,2,27.1,5.0
18-10-06,13080,2,0.3,27.3,4.8
19-10-06,12770,0.3,1,27.8,4.9
20-10-06,12240,1,4.2,26.7,4.8
21-10-06,11640,4.2,16.2,26.4,4.8
22-10-06,11080,16.2,0,26.7,5.0
23-10-06,10460,0,0,27.4,5.0
24-10-06,10010,0,2.6,28.1,5.0
25-10-06,9697,2.6,4.7,29.0,4.9
26-10-06,9542,4.7,15.7,28.6,5.0
27-10-06,9512,15.7,0.1,28.0,5.1
28-10-06,9493,0.1,14.9,28.7,5.1
29-10-06,9474,14.9,14.8,28.3,4.9
30-10-06,9454,14.8,17.4,27.7,4.8
31-10-06,9418,17.4,9.3,26.9,4.8
01-11-06,9437,9.3,0.1,27.2,4.9
02-11-06,9571,0.1,11.6,28.4,5.0
03-11-06,9712,11.6,8.8,28.1,5.0
04-11-06,9910,8.8,5.9,28.0,4.9
05-11-06,10100,5.9,0.6,27.8,5.0
06-11-06,10230,0.6,4.6,28.0,4.6
07-11-06,10250,4.6,16.5,27.3,4.9
08-11-06,10260,16.5,2.1,26.0,4.9
09-11-06,10270,2.1,3.8,27.1,5.0
10-11-06,10310,3.8,0.5,27.4,4.9
11-11-06,10550,0.5,22.4,27.0,4.6
12-11-06,11130,22.4,0.1,26.1,4.7
13-11-06,11780,0.1,19.1,28.0,4.7
14-11-06,12330,19.1,0,28.4,4.7
15-11-06,12920,0,2.5,27.8,4.6
16-11-06,13590,2.5,0,27.7,5.1
17-11-06,14250,0,16.9,27.2,4.7
18-11-06,14700,16.9,9,27.0,4.7
19-11-06,14920,9,0.2,26.4,4.7
20-11-06,14860,0.2,0,25.6,4.7
21-11-06,14760,0,0.1,27.4,4.6
22-11-06,14810,0.1,1.2,28.4,4.5
23-11-06,14910,1.2,2.6,28.5,4.7
24-11-06,15080,2.6,36.5,27.6,4.7
25-11-06,15320,36.5,5.7,27.3,4.6
26-11-06,15390,5.7,10.8,27.6,4.7
27-11-06,15230,10.8,7.5,28.2,5.1
28-11-06,15040,7.5,6.3,28.8,4.4
29-11-06,15000,6.3,7,28.2,4.4
30-11-06,15050,7,13.7,26.7,3.9
01-12-06,15140,13.7,5.5,27.9,4.2
02-12-06,15200,5.5,8.1,28.2,4.3
03-12-06,15190,8.1,1.1,28.0,4.4
04-12-06,15240,1.1,50.9,29.1,4.4
05-12-06,15220,50.9,16.8,28.0,4.5
06-12-06,15590,16.8,0,26.3,4.4
07-12-06,15690,0,15.1,28.1,4.3
08-12-06,15670,15.1,0.2,28.4,5.0
09-12-06,15570,0.2,0,27.7,4.4
10-12-06,15680,0,11.4,28.3,4.5
11-12-06,16030,11.4,19.6,28.2,4.4
12-12-06,16380,19.6,9.6,27.8,4.4
13-12-06,16690,9.6,0.1,28.0,4.4
14-12-06,16830,0.1,3.9,27.6,4.2
15-12-06,16940,3.9,2.1,27.9,4.3
16-12-06,17090,2.1,11.8,27.6,4.3
17-12-06,17190,11.8,0.1,27.6,4.4
18-12-06,17300,0.1,26.1,27.6,4.4
19-12-06,17500,26.1,28.2,27.2,5.1
20-12-06,17680,28.2,0.1,27.6,5.2
21-12-06,17710,0.1,7.4,26.6,4.3
22-12-06,17700,7.4,4.8,27.6,4.3
23-12-06,17730,4.8,0,28.0,4.4
24-12-06,17840,0,1.4,27.7,4.3
25-12-06,18010,1.4,10.3,28.4,4.4
26-12-06,18240,10.3,0.1,27.0,4.3
27-12-06,18430,0.1,0.5,27.4,4.0
28-12-06,18610,0.5,0,27.1,4.1
29-12-06,18810,0,27.4,27.4,4.1
30-12-06,19080,27.4,0,27.8,4.1
31-12-06,19310,0,27.2,28.1,5.1
01-01-07,19550,27.2,0.3,26.5,4.2
02-01-07,19770,0.3,1,27.2,4.1
03-01-07,19980,1,19,27.1,4.1
04-01-07,20190,19,0,27.4,4.1
05-01-07,20410,0,0.1,27.6,4.1
06-01-07,20570,0.1,19.1,27.4,4.0
07-01-07,20760,19.1,0,27.3,4.0
08-01-07,20920,0,0,26.7,4.1
09-01-07,21030,0,0,27.2,4.0
10-01-07,21140,0,6.2,27.3,4.0
11-01-07,21220,6.2,13.8,27.3,5.2
12-01-07,21290,13.8,3.2,27.5,4.1
13-01-07,21350,3.2,0.1,27.6,4.2
14-01-07,21410,0.1,1.7,27.2,4.1
15-01-07,21440,1.7,43.2,28.0,4.1
16-01-07,21480,43.2,0,27.7,4.1
17-01-07,21550,0,0.1,26.9,3.9
18-01-07,21590,0.1,33.3,26.8,3.8
19-01-07,21570,33.3,1.4,27.5,4.0
20-01-07,21540,1.4,7.1,27.8,4.0
21-01-07,21500,7.1,0,27.5,4.0
22-01-07,21530,0,3.6,25.7,5.1
23-01-07,21540,3.6,4,27.4,4.0
24-01-07,21570,4,26.8,27.6,3.9
25-01-07,21640,26.8,0,26.4,4.0
26-01-07,21700,0,24.2,27.5,4.0
27-01-07,21780,24.2,39.6,28.5,4.0
28-01-07,21830,39.6,0,29.0,4.1
29-01-07,21880,0,0.1,29.2,4.0
30-01-07,21950,0.1,0.1,29.0,4.0
31-01-07,22000,0.1,35.7,28.8,4.0
01-02-07,22070,35.7,17,27.5,4.1
02-02-07,22150,17,40.9,27.1,5.1
03-02-07,22250,40.9,0,26.7,4.1
04-02-07,22310,0,0,27.2,4.1
05-02-07,22330,0,0,28.3,4.1
06-02-07,22330,0,0,29.3,4.1
07-02-07,22330,0,0,29.1,4.1
08-02-07,22320,0,0.2,28.0,4.0
09-02-07,22220,0.2,16.9,28.0,3.9
10-02-07,21990,16.9,2.5,27.9,3.9
11-02-07,21660,2.5,28.5,26.6,4.0
12-02-07,21210,28.5,0,26.1,4.0
13-02-07,20740,0,4.3,27.9,4.8
14-02-07,20300,4.3,0,28.9,4.0
15-02-07,19870,0,0,28.3,4.0
16-02-07,19330,0,2.3,28.2,3.9
17-02-07,18690,2.3,0,27.6,4.0
18-02-07,17890,0,0.7,27.2,4.0
19-02-07,17060,0.7,9,28.3,4.0
20-02-07,16270,9,0,27.5,4.0
21-02-07,15620,0,1.9,27.3,4.0
22-02-07,15050,1.9,5.9,27.7,4.0
23-02-07,14570,5.9,2.6,26.4,4.1
24-02-07,13930,2.6,10.7,26.4,5.1
25-02-07,13420,10.7,13.2,26.4,4.0
26-02-07,12950,13.2,0,26.4,3.5
27-02-07,12580,0,0.1,27.6,3.6
28-02-07,12370,0.1,14.8,27.8,3.7
01-03-07,12330,14.8,11.1,27.3,3.8
02-03-07,12450,11.1,4.5,26.5,3.9
03-03-07,12630,4.5,76.2,26.7,3.9
04-03-07,12760,76.2,9.6,26.8,4.0
05-03-07,12740,9.6,0.2,25.6,4.0
06-03-07,12580,0.2,3.5,26.7,3.9
07-03-07,12520,3.5,0,26.3,5.0
08-03-07,12690,0,0,25.8,4.0
09-03-07,13250,0,36.5,26.5,4.0
10-03-07,14200,36.5,11,27.4,4.0
11-03-07,15420,11,0.1,25.8,4.1
12-03-07,16440,0.1,2.6,26.9,4.0
13-03-07,17020,2.6,2.7,27.0,4.0
14-03-07,17310,2.7,0.1,26.5,4.1
15-03-07,17490,0.1,10.3,27.2,4.0
16-03-07,17460,10.3,0,26.2,4.0
17-03-07,17320,0,1.5,27.3,3.9
18-03-07,17210,1.5,64.4,27.3,5.0
19-03-07,17290,64.4,0,25.1,4.1
20-03-07,17540,0,4.3,27.1,4.1
21-03-07,17820,4.3,0,27.6,4.2
22-03-07,18100,0,22.7,28.0,4.1
23-03-07,18480,22.7,13.6,26.1,4.0
24-03-07,18900,13.6,1.5,25.8,4.2
25-03-07,19100,1.5,0,26.9,4.3
26-03-07,19230,0,21.8,27.3,4.2
27-03-07,19400,21.8,0,26.6,4.1
28-03-07,19590,0,16.2,27.4,4.2
29-03-07,19830,16.2,34.8,26.8,5.1
30-03-07,20120,34.8,48.9,26.7,4.3
31-03-07,20360,48.9,27.1,26.7,4.3
01-04-07,20570,27.1,0,26.6,4.4
02-04-07,20750,0,2.4,26.0,4.4
03-04-07,20900,2.4,0.1,26.9,4.0
04-04-07,21040,0.1,34.3,27.7,4.1
05-04-07,21210,34.3,25.9,26.7,4.2
06-04-07,21330,25.9,19.9,27.0,4.3
07-04-07,21450,19.9,8.7,26.9,4.3
08-04-07,21560,8.7,3.9,27.3,4.4
09-04-07,21660,3.9,38.3,26.3,5.0
10-04-07,21850,38.3,2.8,26.2,5.2
11-04-07,21940,2.8,3.4,26.6,4.3
12-04-07,22020,3.4,2.2,27.2,4.0
13-04-07,22100,2.2,7.8,27.1,3.6
14-04-07,22160,7.8,0,27.0,3.8
15-04-07,22230,0,0.7,26.9,4.0
16-04-07,22280,0.7,0,27.7,4.2
17-04-07,22340,0,7.4,27.1,4.4
18-04-07,22460,7.4,44.1,27.3,4.5
19-04-07,22510,44.1,3.8,26.3,4.5
20-04-07,22550,3.8,0,25.7,4.4
21-04-07,22570,0,0,26.4,5.2
22-04-07,22590,0,7.7,27.1,4.5
23-04-07,22610,7.7,17.6,26.5,4.6
24-04-07,22670,17.6,7.5,27.2,4.5
25-04-07,22680,7.5,15.1,26.8,4.6
26-04-07,22650,15.1,15,26.8,4.7
27-04-07,22610,15,0.2,27.5,4.7
28-04-07,22560,0.2,0.1,26.3,4.7
29-04-07,22500,0.1,0,24.8,4.7
30-04-07,22430,0,0,26.3,4.8
01-05-07,22330,0,5.4,26.2,4.7
02-05-07,22260,5.4,0.2,26.8,5.0
03-05-07,22230,0.2,6.3,26.3,4.7
04-05-07,22200,6.3,0,26.4,4.7
05-05-07,22110,0,0,27.0,4.9
06-05-07,21990,0,5.9,27.2,5.0
07-05-07,21850,5.9,12.7,27.3,5.0
08-05-07,21760,12.7,14.3,27.0,5.0
09-05-07,21750,14.3,1,25.9,5.0
10-05-07,21800,1,0,23.1,4.9
11-05-07,21790,0,0,23.6,4.6
12-05-07,21770,0,0,24.4,4.8
13-05-07,21750,0,0,26.2,5.1
14-05-07,21750,0,0.1,26.4,4.9
15-05-07,21770,0.1,0,26.8,5.0
16-05-07,21790,0,8.7,27.2,4.8
17-05-07,21770,8.7,0.1,27.7,4.6
18-05-07,21730,0.1,18.8,27.6,4.6
19-05-07,21700,18.8,2.4,25.7,4.8
20-05-07,21680,2.4,0,26.1,4.8
21-05-07,21560,0,2.8,26.7,4.8
22-05-07,21460,2.8,8.8,27.2,4.7
23-05-07,21400,8.8,9.4,26.6,4.9
24-05-07,21380,9.4,2.4,26.6,5.0
25-05-07,21380,2.4,0,22.3,5.0
26-05-07,21310,0,0.1,23.1,4.9
27-05-07,21140,0.1,0,24.5,4.9
28-05-07,20970,0,0,25.9,4.9
29-05-07,20930,0,11.8,26.2,4.6
30-05-07,20900,11.8,5.1,26.0,4.7
31-05-07,20830,5.1,0,23.9,4.9
01-06-07,20540,0,0,24.1,4.9
02-06-07,20060,0,0.1,25.0,5.0
03-06-07,19530,0.1,0.6,25.8,4.9
04-06-07,19150,0.6,0,25.5,5.0
05-06-07,18800,0,0.1,25.6,4.8
06-06-07,18350,0.1,0.1,26.5,4.5
07-06-07,17740,0.1,6.5,26.9,4.6
08-06-07,17120,6.5,0,26.7,4.7
09-06-07,16600,0,7.8,26.3,4.9
10-06-07,16240,7.8,0,26.2,4.9
11-06-07,16060,0,30.3,26.0,4.9
12-06-07,16150,30.3,0.1,26.5,4.9
13-06-07,16310,0.1,0.1,26.1,5.1
14-06-07,16350,0.1,0,26.0,4.9
15-06-07,16440,0,14.1,26.8,5.0
16-06-07,16770,14.1,0,26.2,4.7
17-06-07,17190,0,0,26.1,4.8
18-06-07,17430,0,0,26.2,5.0
19-06-07,17540,0,1,25.9,5.1
20-06-07,17540,1,4.9,25.6,5.1
21-06-07,17410,4.9,0,25.8,5.1
22-06-07,17100,0,0,25.8,4.8
23-06-07,16760,0,0,26.3,4.9
24-06-07,16680,0,0,26.9,5.1
25-06-07,16880,0,0,26.8,5.0
26-06-07,17180,0,0,26.3,5.0
27-06-07,17380,0,0,26.3,5.0
28-06-07,17420,0,0,26.1,5.1
29-06-07,17280,0,0,25.7,5.2
30-06-07,17040,0,0,25.2,5.1
01-07-07,16750,0,0,25.6,5.2
02-07-07,16410,0,0,25.6,5.0
03-07-07,15960,0,0,25.4,5.0
04-07-07,15610,0,0,26.5,4.6
05-07-07,15320,0,0.1,27.2,4.9
06-07-07,14960,0.1,0,27.2,5.1
07-07-07,14480,0,0,27.1,5.1
08-07-07,13880,0,32.7,27.1,5.2
09-07-07,13260,32.7,0,26.5,5.3
10-07-07,12650,0,0.2,26.3,5.1
11-07-07,12050,0.2,29.6,26.5,4.8
12-07-07,11440,29.6,0.1,25.4,5.0
13-07-07,10680,0.1,0.1,26.1,5.0
14-07-07,10130,0.1,1.9,26.1,5.2
15-07-07,9920,1.9,0,26.0,4.9
16-07-07,9912,0,0,26.7,4.4
17-07-07,10080,0,0.1,27.2,4.4
18-07-07,10910,0.1,0,26.7,5.1
19-07-07,12330,0,21.1,26.3,4.5
20-07-07,13100,21.1,0,26.6,4.9
21-07-07,13220,0,0,27.1,5.0
22-07-07,12870,0,0,27.2,5.2
23-07-07,12350,0,8,27.7,5.2
24-07-07,11790,8,14.8,27.7,5.1
25-07-07,11250,14.8,35.5,27.3,4.9
26-07-07,10740,35.5,0,25.0,5.1
27-07-07,10200,0,0,22.9,5.2
28-07-07,9807,0,0.1,24.1,4.6
29-07-07,9787,0.1,0,24.5,5.0
30-07-07,10590,0,0,24.4,5.0
31-07-07,11760,0,0,25.5,4.7
01-08-07,12360,0,0,26.2,4.9
02-08-07,12270,0,0.1,26.7,4.8
03-08-07,11700,0.1,0.7,26.8,4.7
