Date,CAUDAL,PP,T,PET,NDVI
2012-03-23,7515,0.3,27.8,4.9,0.461
2012-03-24,6830,0.3,26.7,5.3,0.443
2012-03-25,6222,3.4,27,5.3,0.448
2012-03-26,7189,1.8,26.8,5.3,0.445
2012-03-27,7285,0,27.9,5.2,0.463
2012-03-28,7506,13.7,27.3,5.1,0.453
2012-03-29,8286,15.4,27.7,5.1,0.46
2012-03-30,9498,7.2,27.1,5.1,0.45
2012-03-31,9481,10.9,27.1,5.2,0.45
2012-04-01,9262,0,27.5,5.3,0.456
2012-04-02,10090,7.1,28.1,5.2,0.466
2012-04-03,10110,5.9,26.2,4.9,0.435
2012-04-04,9552,32.2,27.3,5.2,0.453
2012-04-05,8882,18.4,27.6,5.2,0.458
2012-04-06,11020,0,27.6,5.2,0.458
2012-04-07,11640,4.8,26.3,5,0.436
2012-04-08,9757,0.2,26.5,5.1,0.44
2012-04-09,9601,1.7,27,5.1,0.448
2012-04-10,8539,67,26.7,5.1,0.443
2012-04-11,7681,0.5,27.6,4.9,0.53
2012-04-12,7430,26.9,27.1,4.9,0.45
2012-04-13,8010,6,27.5,5.1,0.456
2012-04-14,7907,21.4,24.6,4.9,0.408
2012-04-15,6442,0.4,27.1,4.9,0.45
2012-04-16,6271,1,27.4,5,0.455
2012-04-17,5548,30.6,26.4,5,0.438
2012-04-18,5413,8.6,27.4,5.1,0.455
2012-04-19,5871,21.3,26.6,5.2,0.441
2012-04-20,7871,7.6,27.5,5.2,0.456
2012-04-21,8652,34.8,27,5.2,0.448
2012-04-22,7412,15,26,5.2,0.431
2012-04-23,7157,22.5,27.7,5.2,0.46
2012-04-24,6758,0.7,27.9,5.2,0.463
2012-04-25,5986,62.2,26.8,4.8,0.445
2012-04-26,5216,0.4,27.3,5.2,0.453
2012-04-27,4655,0.9,27.3,5.2,0.24
2012-04-28,4335,41.3,26.3,5.1,0.436
2012-04-29,4230,13.1,26.1,5,0.433
2012-04-30,5090,0.4,27.6,5,0.458
2012-05-01,5523,44.3,26.1,5.1,0.433
2012-05-02,8492,53.6,26.5,5.2,0.44
2012-05-03,9484,0,26.7,5.2,0.443
2012-05-04,8490,0.4,27.3,5.2,0.453
2012-05-05,6419,0.3,28,5.3,0.464
2012-05-06,5204,0,28.3,4.7,0.469
2012-05-07,5239,7.7,28.3,5.2,0.469
2012-05-08,5295,0,26.2,5.3,0.435
2012-05-09,4800,2.8,27,5.2,0.448
2012-05-10,4046,32.1,25,5,0.415
2012-05-11,3598,0.2,25.4,5.1,0.421
2012-05-12,3592,0.1,26.1,4.9,0.433
2012-05-13,3910,0,26.4,5.1,0.71
2012-05-14,4014,0.4,27.4,5,0.455
2012-05-15,4360,0.3,26.8,5.1,0.445
2012-05-16,5772,8.8,27.3,5,0.453
2012-05-17,5521,7.4,26.9,4.7,0.446
2012-05-18,5236,0,27.1,4.9,0.45
2012-05-19,5284,0.1,27.4,5,0.455
2012-05-20,4984,0.5,27.5,4.9,0.456
2012-05-21,5336,5.7,26.4,5.1,0.438
2012-05-22,7449,0.1,27,5.1,0.448
2012-05-23,7905,12.7,27.3,5.1,0.453
2012-05-24,7152,10.6,25.8,5,0.428
2012-05-25,5559,0.1,26.8,5.1,0.445
2012-05-26,4615,0.4,27.6,5.1,0.458
2012-05-27,4821,0,27.7,5.1,0.46
2012-05-28,6586,13.2,27.4,4.8,0.455
2012-05-29,7431,0.4,27.5,5,0.456
2012-05-30,7973,7,27.1,5,0.45
2012-05-31,8269,15.7,27.1,4.9,0.45
2012-06-01,6282,3.9,27.3,4.9,0.453
2012-06-02,5222,0,27.3,5,0.453
2012-06-03,5891,0,27.4,5,0.455
2012-06-04,6685,0.2,27.8,5.2,0.461
2012-06-05,5367,1.5,27.6,5,0.458
2012-06-06,5857,0.4,26.4,5,0.438
2012-06-07,6360,14.9,26.3,4.9,0.436
2012-06-08,7156,0,27.3,4.8,0.453
2012-06-09,7279,0.8,27.2,5,0.451
2012-06-10,6539,0.5,26.3,4.9,0.436
2012-06-11,5601,0.1,26.6,5,0.441
2012-06-12,4632,0.1,27.9,5,0.463
2012-06-13,3956,0.1,27.8,5,0.461
2012-06-14,3422,0.9,27.4,5,0.455
2012-06-15,3361,0.7,26,4.9,0.431
2012-06-16,3457,0.6,25.2,5,0.418
2012-06-17,3529,0.1,25.8,5,0.428
2012-06-18,3012,0,26.1,5,0.433
2012-06-19,3105,0,25.9,4.9,0.43
2012-06-20,3424,0,25.8,4.6,0.428
2012-06-21,3294,0,26.2,4.8,0.435
2012-06-22,3100,0,26.8,4.9,0.445
2012-06-23,3287,16.2,27,4.9,0.57
2012-06-24,4183,0,27.2,5,0.451
2012-06-25,5390,0,27.4,4.9,0.455
2012-06-26,6852,0,27.7,4.7,0.46
2012-06-27,9073,1.6,27.5,4.9,0.456
2012-06-28,8567,22.3,27.4,4.8,0.455
2012-06-29,6474,0,28.2,4.9,0.468
2012-06-30,5831,10.5,28.3,4.8,0.469
2012-07-01,7137,11.5,26.9,4.6,0.446
2012-07-02,8994,2.4,26.9,4.7,0.446
2012-07-03,7612,34.3,24.8,4.8,0.411
2012-07-04,5673,1.4,26.1,4.9,0.433
2012-07-05,5034,2.6,25.1,4.7,0.416
2012-07-06,4662,0.1,25.8,4.6,0.428
2012-07-07,4032,5,26.2,4.7,0.435
2012-07-08,4568,0.2,26.8,4.7,0.445
2012-07-09,6443,4.5,26.1,4.5,0.433
2012-07-10,6573,12.8,26.1,4.5,0.433
2012-07-11,6049,0,26.7,4.5,0.443
2012-07-12,4868,0,26.8,4.6,0.445
2012-07-13,3757,0,27.3,4.6,0.453
2012-07-14,3413,0,26.6,4.4,0.441
2012-07-15,3309,0.1,26.4,4.5,0.438
2012-07-16,3268,0.7,26.3,4.5,0.436
2012-07-17,3953,0.4,25.6,4.6,0.425
2012-07-18,6622,0.1,25.3,4.4,0.42
2012-07-19,10120,0,25.6,4.6,0.425
2012-07-20,10880,0,26.5,4.4,0.44
2012-07-21,8657,0,26.4,4.3,0.438
2012-07-22,5294,0,27.4,4.3,0.455
2012-07-23,3817,0,27.2,4.7,0.451
2012-07-24,3579,0,26.2,4.3,0.435
2012-07-25,3717,19.5,26.6,4.4,0.441
2012-07-26,3429,0.1,26.1,4.5,0.433
2012-07-27,3034,0,23.9,4.5,0.396
2012-07-28,3003,0,24.2,4.5,0.401
2012-07-29,3133,0,25.6,4.4,0.425
2012-07-30,3629,0,25.6,4.2,0.425
2012-07-31,3813,0,25.4,4.2,0.421
2012-08-01,3899,0.1,25.6,4.3,0.73
2012-08-02,4012,0,26.4,4.3,0.438
2012-08-03,3756,0,26.4,4.7,0.438
2012-08-04,2824,0,26.7,4.3,0.443
2012-08-05,2435,0,26.3,4.3,0.436
2012-08-06,2533,10.4,26.8,4.4,0.445
2012-08-07,2665,1,27.4,4.3,0.455
2012-08-08,2406,0.1,27.8,4.4,0.461
2012-08-09,2095,9.5,25.7,4.3,0.426
2012-08-10,1966,6.6,26.8,4.3,0.445
2012-08-11,1862,0,27.4,4.1,0.455
2012-08-12,1705,0,27.5,4.1,0.456
2012-08-13,1742,0,27.6,4.1,0.458
2012-08-14,2122,0.2,27.7,4.6,0.46
2012-08-15,3709,0.1,26.3,4.2,0.436
2012-08-16,3633,0,27,4.1,0.448
2012-08-17,3020,0,27,4.2,0.71
2012-08-18,3101,0,27.4,4,0.455
2012-08-19,2584,0,27.2,4,0.451
2012-08-20,2198,0,27.3,3.9,0.453
2012-08-21,2041,0,27.2,4.1,0.451
2012-08-22,1826,7,27.5,4.1,0.456
2012-08-23,1720,0.3,26.3,4.1,0.436
2012-08-24,1693,0.1,26.7,4,0.443
2012-08-25,1616,0.4,26.8,4.5,0.445
2012-08-26,2076,0.7,26.8,4,0.445
2012-08-27,3066,0.1,27.2,4.1,0.451
2012-08-28,3844,0,27.6,4.1,0.458
2012-08-29,5738,0,27.2,4.1,0.451
2012-08-30,7169,0,27.7,4.1,0.46
2012-08-31,7292,0,27.3,3.9,0.453
2012-09-01,4849,0,27.6,3.9,0.458
2012-09-02,3347,0.1,27.6,3.8,0.16
2012-09-03,2937,0.9,27.3,3.9,0.453
2012-09-04,2824,0.8,25.4,3.9,0.421
2012-09-05,2927,5.9,25.5,4.5,0.423
2012-09-06,2782,0,26.2,3.9,0.435
2012-09-07,2497,0,26.2,3.9,0.435
2012-09-08,2114,0,26.3,4,0.436
2012-09-09,2194,0,26.8,4,0.445
2012-09-10,2670,0,26.8,4,0.445
2012-09-11,3046,0,27.3,4,0.453
2012-09-12,2924,0,26.3,3.9,0.436
2012-09-13,2581,22.3,24.7,3.9,0.41
2012-09-14,2142,0,26.7,4,0.443
2012-09-15,2149,0.2,25.9,3.9,0.43
2012-09-16,2157,0,27,4.7,0.448
2012-09-17,2048,13.4,27.4,3.9,0.455
2012-09-18,1689,0.1,26.5,4,0.44
2012-09-19,1483,5.9,26.8,3.9,0.445
2012-09-20,1276,0,27.8,3.8,0.461
2012-09-21,1120,0,27.6,4,0.458
2012-09-22,1148,4.4,27,4,0.448
2012-09-23,1982,0.1,25.3,3.9,0.42
2012-09-24,3253,0,27.4,3.9,0.455
2012-09-25,3399,0,27.5,4,0.456
2012-09-26,3624,0,28,4.1,0.464
2012-09-27,3613,0.1,27.8,4.7,0.461
2012-09-28,3825,0,28.3,4.1,0.469
2012-09-29,4134,0.3,28.1,4.2,0.466
2012-09-30,3087,0.5,28.8,4.1,0.478
2012-10-01,2944,4.6,28,4,0.464
2012-10-02,2572,0.4,25.9,4.1,0.43
2012-10-03,2152,5.8,28.3,4.1,0.469
2012-10-04,1964,16.5,28,4.1,0.3
2012-10-05,2094,13.2,26.1,4,0.433
2012-10-06,3066,3.9,24.3,4,0.403
2012-10-07,4626,0,26,4,0.431
2012-10-08,4770,0.1,26.8,5,0.445
2012-10-09,3853,0,27.3,4.6,0.453
2012-10-10,3406,0,27.9,4,0.463
2012-10-11,3148,0.1,28.1,4,0.466
2012-10-12,3303,2.9,28.1,4.1,0.466
2012-10-13,3607,6.6,29.2,4.1,0.484
2012-10-14,3337,0.1,28.9,4.1,0.479
2012-10-15,2633,37.6,27.3,4.1,0.453
2012-10-16,2113,0.1,26.3,4.1,0.436
2012-10-17,2537,11.5,27.4,4,0.455
2012-10-18,3566,0,27.7,4.1,0.46
2012-10-19,3118,0.2,28.3,4.1,0.469
2012-10-20,3281,0.9,29.2,4.7,0.484
2012-10-21,4014,18.4,26.8,4.3,0.445
2012-10-22,3599,0.3,27,4.3,0.448
2012-10-23,3272,0,27.8,4.2,0.461
2012-10-24,4319,0,28.1,4,0.466
2012-10-25,6085,15,28.4,4.1,0.471
2012-10-26,5074,18,25.7,4.1,0.426
2012-10-27,3597,0.6,26.9,4.2,0.446
2012-10-28,2910,5.7,27,4.2,0.448
2012-10-29,2601,10.3,26.5,4.3,0.44
2012-10-30,2448,0,27.5,4.3,0.456
2012-10-31,2893,0,27.8,4.6,0.461
2012-11-01,3417,12.9,28.1,4.1,0.466
2012-11-02,3154,38.1,25.3,3.9,0.42
2012-11-03,2711,0.1,26,4,0.431
2012-11-04,2828,0.2,27.4,4.1,0.455
2012-11-05,2713,0.1,27.5,4.1,0.456
2012-11-06,2558,0.1,28.1,4.3,0.466
2012-11-07,4076,1.1,27.2,4.3,0.451
2012-11-08,4394,1.1,27.1,4.4,0.45
2012-11-09,4193,0.3,28.1,4.4,0.466
2012-11-10,3909,10.4,28,4.4,0.464
2012-11-11,3240,5,29,4.7,0.481
2012-11-12,3576,12.3,28.5,4.4,0.473
2012-11-13,4229,9.5,27.2,4.4,0.451
2012-11-14,4426,5.1,28.5,4.5,0.473
2012-11-15,3971,0.4,28.2,4.5,0.468
2012-11-16,4225,57.7,28.2,4.6,0.468
2012-11-17,4755,0.1,28.8,4.5,0.478
2012-11-18,4330,6.3,28.6,4.5,0.474
2012-11-19,3652,3,28.9,4.5,0.479
2012-11-20,3303,33.2,28.2,4.4,0.468
2012-11-21,3309,0.3,27.5,4.3,0.456
2012-11-22,3403,9.5,27.5,4.6,0.456
2012-11-23,3653,4.2,27.9,4.6,0.463
2012-11-24,3366,2.1,27.6,4.6,0.458
2012-11-25,3450,9.7,27.5,4.4,0.456
2012-11-26,3571,11.2,26.9,4.4,0.446
2012-11-27,3800,0.1,27.5,4.6,0.456
2012-11-28,3675,10.8,27.4,4.6,0.455
2012-11-29,3600,7.6,28.2,4.6,0.468
2012-11-30,3392,1,28.3,4.5,0.469
2012-12-01,3311,5.7,28.7,4.5,0.476
2012-12-02,3369,8.9,28.3,4.6,0.469
2012-12-03,3096,24.5,28.5,4.6,0.473
2012-12-04,2411,0.2,27.7,4.7,0.46
2012-12-05,2398,9.9,27.7,4.8,0.46
2012-12-06,2552,0.2,28.6,4.8,0.474
2012-12-07,2739,0.1,29.1,4.6,0.53
2012-12-08,2624,24.2,29.8,4.6,0.494
2012-12-09,4019,0,29.4,4.7,0.488
2012-12-10,4987,15.7,28.1,4.6,0.466
2012-12-11,4722,25.9,27.2,4.5,0.451
2012-12-12,4022,0,28.3,4.5,0.469
2012-12-13,3967,13.8,28.1,4.7,0.466
2012-12-14,4028,4.2,28.9,4.6,0.479
2012-12-15,3523,1.9,28.5,4.8,0.473
2012-12-16,3407,37.6,27.6,4.9,0.458
2012-12-17,3836,25.6,26.4,5,0.438
2012-12-18,3435,0.1,26.7,5,0.443
2012-12-19,2582,0,26.9,4.9,0.446
2012-12-20,2708,14.4,28.2,5,0.468
2012-12-21,3510,23.3,28.1,4.9,0.466
2012-12-22,4524,8.2,29.3,4.9,0.486
2012-12-23,5338,0,28.5,4.9,0.473
2012-12-24,3489,0,29.2,4.9,0.484
2012-12-25,5032,24.8,28.7,4.6,0.476
2012-12-26,5652,18.3,27.5,4.9,0.456
2012-12-27,6953,0,28.3,4.8,0.469
2012-12-28,7396,9.9,28.7,5,0.476
2012-12-29,7339,12,28.4,5,0.471
2012-12-30,6747,56.7,28.4,4.9,0.471
2012-12-31,6507,12,27.1,4.8,0.45
