date,q,pp,t,pet
2006-03-25,6265,15.9756,23.9289,4.53845756
2006-03-26,7352,7.1669,23.0848,4.400577163
2006-03-27,8182,3.2791,23.9665,4.532879225
2006-03-28,8088,11.7398,23.9179,4.51921245
2006-03-29,7868,0,23.9555,4.518801163
2006-03-30,7151,8.1627,24.7936,4.642905176
2006-03-31,6562,16.9395,24.2559,4.552329969
2006-04-01,6343,0,24.0328,4.510676575
2006-04-02,6069,2.9948,23.9881,4.496601229
2006-04-03,5608,0.0091,24.8458,4.622100667
2006-04-04,5346,29.2304,23.7675,4.447642753
2006-04-05,6378,7.9196,23.5696,4.409445282
2006-04-06,6860,0,24.2416,4.505196908
2006-04-07,7682,48.8788,22.6072,4.245698017
2006-04-08,8926,1.9026,23.9807,4.448682344
2006-04-09,8801,4.1407,24.7121,4.552330845
2006-04-10,7384,17.4169,24.4206,4.498964706
2006-04-11,6276,14.0869,24.5676,4.512538129
2006-04-12,6134,12.3524,24.6078,4.509603802
2006-04-13,5779,7.5024,24.9955,4.559319604
2006-04-14,5263,15.2403,24.655,4.498195816
2006-04-15,4672,25.9269,22.8681,4.218224562
2006-04-16,5003,3.1315,23.819,4.352804609
2006-04-17,5208,33.5064,22.3444,4.121100915
2006-04-18,5127,0,22.5527,4.143343188
2006-04-19,4677,0,23.603,4.291688566
2006-04-20,3701,0,24.4061,4.402228465
2006-04-21,3140,0.1291,24.4162,4.393692138
2006-04-22,2299,2.7413,23.266,4.212165306
2006-04-23,3256,3.5055,22.7599,4.127126492
2006-04-24,5144,2.7916,23.6229,4.245451972
2006-04-25,5653,18.7001,23.7758,4.258047259
2006-04-26,5382,1.9242,24.3419,4.331488993
2006-04-27,5178,12.8536,23.6332,4.216758393
2006-04-28,6422,6.7117,24.5889,4.347026103
2006-04-29,7320,0,25.0023,4.397118252
2006-04-30,6285,0,25.3805,4.441759982
2006-05-01,4821,17.6901,24.0111,4.231245183
2006-05-02,4646,3.7079,22.5875,4.013823533
2006-05-03,5230,0.0425,22.3987,3.976644714
2006-05-04,6202,0,22.9177,4.04210157
2006-05-05,6579,0,23.8854,4.172030273
2006-05-06,5431,0.0466,24.3177,4.224176493
2006-05-07,3744,51.8848,24.1148,4.184769797
2006-05-08,5374,14.7784,22.0186,3.874089171
2006-05-09,7895,0.3341,22.8105,3.978037632
2006-05-10,8871,0.2043,21.9263,3.842335687
2006-05-11,6956,0.5616,22.7641,3.952454517
2006-05-12,5663,0.3409,22.7776,3.945024352
2006-05-13,4689,0.1307,22.88,3.950275318
2006-05-14,3495,0,22.9349,3.948845944
2006-05-15,3190,0,23.3117,3.992889065
2006-05-16,2691,0,24.3044,4.123471638
2006-05-17,2241,0.3126,24.9457,4.204216591
2006-05-18,1988,0,24.4519,4.125692063
2006-05-19,1926,5.00E-04,23.8135,4.027408854
2006-05-20,2379,1.8427,24.1466,4.065163615
2006-05-21,3589,87.5116,23.67,3.990187724
2006-05-22,4075,9.7544,23.0786,3.899711999
2006-05-23,4212,1.2604,21.8263,3.718143136
2006-05-24,4328,0.4614,21.3342,3.642598733
2006-05-25,4202,0.0037,21.6674,3.681427147
2006-05-26,4431,0.0015,22.8379,3.835620291
2006-05-27,3940,0.3581,23.0641,3.85952558
2006-05-28,2851,0.041,23.8893,3.965740905
2006-05-29,2389,6.3674,24.0498,3.980673772
2006-05-30,2322,0.0493,23.723,3.929087634
2006-05-31,3942,3.4678,23.2661,3.860107185
2006-06-01,5085,10.7855,21.9453,3.673768928
2006-06-02,6541,14.6786,23.2748,3.84900224
2006-06-03,7881,22.9542,24.4134,3.997963177
2006-06-04,6730,0,24.2822,3.974367015
2006-06-05,5205,49.4062,23.7841,3.901341884
2006-06-06,5967,37.3241,23.3239,3.833879573
2006-06-07,5743,32.4075,22.812,3.759838823
2006-06-08,5062,2.1577,23.7389,3.880492163
2006-06-09,4653,7.8999,23.8023,3.884651643
2006-06-10,4495,3.3591,23.8511,3.887089894
2006-06-11,4060,20.6642,23.5626,3.844383934
2006-06-12,3783,59.5466,22.2828,3.668721059
2006-06-13,4447,1.1488,22.4594,3.689299009
2006-06-14,4252,3.6113,23.0658,3.767801171
2006-06-15,4099,0.1709,22.555,3.69657663
2006-06-16,4346,0.108,22.9611,3.748638861
2006-06-17,4319,0.4016,21.9093,3.605565346
2006-06-18,4050,0,22.0749,3.62594532
2006-06-19,3429,0,22.715,3.710092067
2006-06-20,2612,0,23.17,3.76967774
2006-06-21,2510,0,23.3853,3.797438334
2006-06-22,3938,0.603,21.8579,3.592373984
2006-06-23,6047,0.6675,22.347,3.657327705
2006-06-24,6372,0,22.6927,3.703366174
2006-06-25,5498,0,22.2928,3.649968226
2006-06-26,4426,0,23.1154,3.760341782
2006-06-27,3782,37.4186,22.1806,3.635938312
2006-06-28,4280,0.229,22.5384,3.684705863
2006-06-29,4441,0.1505,21.6511,3.567122413
2006-06-30,4678,0.1832,21.4458,3.541035314
2006-07-01,5257,0.0411,21.559,3.557850158
2006-07-02,4635,0.9751,21.0909,3.4970259
2006-07-03,5220,0.1822,22.6701,3.710953943
2006-07-04,6111,0.8138,22.6404,3.709497576
2006-07-05,5507,0,22.9115,3.748697728
2006-07-06,4318,0.253,22.7855,3.734840993
2006-07-07,3656,0.0648,23.0938,3.779643306
2006-07-08,3457,0,23.5689,3.847243044
2006-07-09,3411,0.0292,23.8704,3.89182734
2006-07-10,3257,0.5207,24.3836,3.965325322
2006-07-11,2922,0.5358,24.2086,3.946258218
2006-07-12,3082,11.9676,23.8005,3.895857496
2006-07-13,4048,2.7168,22.8635,3.773929225
2006-07-14,4326,9.1335,22.4175,3.718494642
2006-07-15,4474,18.0101,20.7315,3.494710427
2006-07-16,5164,1.625,20.0197,3.402983883
2006-07-17,5362,0.4084,21.1093,3.556550498
2006-07-18,4382,0.7039,21.853,3.663583458
2006-07-19,4247,0,22.4112,3.74579251
2006-07-20,4025,0.0353,22.7021,3.791865219
2006-07-21,3551,0,23.1307,3.857151223
2006-07-22,3403,0.145,23.0188,3.848595096
2006-07-23,3618,52.8729,22.7042,3.812279456
2006-07-24,3914,2.5455,22.4676,3.786738555
2006-07-25,4133,0.2275,22.3446,3.776938704
2006-07-26,4222,0.0228,23.3672,3.925780658
2006-07-27,3990,0.0228,23.5742,3.962246149
2006-07-28,4070,58.6524,22.827,3.866404991
2006-07-29,4106,9.8246,22.8995,3.884417287
2006-07-30,3565,1.2853,22.4939,3.835909661
2006-07-31,3470,44.9718,21.9311,3.765319827
2006-08-01,4201,13.6956,20.9586,3.637115738
2006-08-02,4585,0.2357,21.6942,3.748282201
2006-08-03,5604,0.0101,22.4547,3.863510932
2006-08-04,4706,0,22.8173,3.923197385
2006-08-05,3994,0,22.5618,3.89584154
2006-08-06,3762,0.1251,22.2991,3.867394265
2006-08-07,3563,0,23.2105,4.005569903
2006-08-08,3355,0,23.6119,4.071831074
2006-08-09,2958,4.9947,23.6556,4.087401545
2006-08-10,3308,0.3085,22.4256,3.920965473
2006-08-11,3663,0.1786,21.8552,3.848290153
2006-08-12,4227,0.2417,23.3997,4.079043044
2006-08-13,4344,0,24.0541,4.182719958
2006-08-14,3974,1.893,24.9167,4.316907249
2006-08-15,3687,57.4222,23.8149,4.167578648
2006-08-16,4127,2.0064,23.3494,4.109768443
2006-08-17,4271,19.5054,24.0409,4.219768677
2006-08-18,4346,46.0447,23.5548,4.158725488
2006-08-19,4454,0,21.5408,3.874309818
2006-08-20,4565,0.7794,22.0235,3.953820786
2006-08-21,4360,24.366,22.4909,4.031386438
2006-08-22,4278,15.4839,23.1445,4.136598391
2006-08-23,4122,0,23.1436,4.145790091
2006-08-24,3577,0,23.4008,4.193038072
2006-08-25,2911,0,23.5695,4.227303581
2006-08-26,2271,0.7599,24.057,4.308889968
2006-08-27,1946,8.1496,22.5151,4.089122459
2006-08-28,1779,1.0774,22.9917,4.168910306
2006-08-29,1606,0,23.4282,4.242932104
2006-08-30,1341,36.1435,22.917,4.175393783
2006-08-31,1101,0.1078,23.195,4.225719405
2006-09-01,2019,4.1241,23.4573,4.273752622
2006-09-02,2364,4.6651,24.2556,4.402491169
2006-09-03,2718,2.0602,23.9299,4.362106797
2006-09-04,3354,7.6318,24.3611,4.435750188
2006-09-05,3657,1.8085,21.6652,4.036174862
2006-09-06,4011,0,21.2449,3.9800165
2006-09-07,4276,0,22.2873,4.145713522
2006-09-08,3317,0,23.2947,4.306515928
2006-09-09,2385,0,23.5283,4.349728087
2006-09-10,2252,29.7546,23.1479,4.299124678
2006-09-11,2710,1.5994,23.0053,4.284540496
2006-09-12,2479,4.611,23.4948,4.366579604
2006-09-13,3069,3.6221,24.2646,4.491707848
2006-09-14,2858,3.6857,24.5806,4.547262992
2006-09-15,2325,0,24.6375,4.562885449
2006-09-16,2140,2.7959,24.0741,4.482699246
2006-09-17,1987,0.4387,23.544,4.407208702
2006-09-18,2431,49.9868,21.8261,4.147645861
2006-09-19,3737,0,23.4954,4.411577171
2006-09-20,3405,0,24.2368,4.53214081
2006-09-21,2762,0.4397,24.5333,4.583732066
2006-09-22,2033,1.1136,24.4281,4.57280046
2006-09-23,1838,22.0478,24.1064,4.527935736
2006-09-24,2087,1.0213,22.536,4.288280488
2006-09-25,2156,0.467,22.4902,4.285579391
2006-09-26,2931,20.4564,22.288,4.258251828
2006-09-27,3353,0.1388,23.4067,4.436975588
2006-09-28,3918,0,24.1898,4.563337609
2006-09-29,3689,0,24.3757,4.596248905
2006-09-30,2709,3.9958,23.5694,4.47361803
2006-10-01,2777,0.065,23.4546,4.458937741
2006-10-02,2825,0.0445,23.3458,4.444956672
2006-10-03,2856,0,23.9221,4.538239018
2006-10-04,3127,0.299,24.1664,4.579288977
2006-10-05,3503,0.9678,23.4247,4.465271627
2006-10-06,4330,0,22.8054,4.370158178
2006-10-07,4779,0,24.3759,4.619070957
2006-10-08,4682,6.9915,24.5278,4.644827762
2006-10-09,4550,0.977,24.5756,4.654006746
2006-10-10,3672,23.4794,24.534,4.648905617
2006-10-11,3719,1.2986,24.486,4.642583145
2006-10-12,3651,29.8333,23.9318,4.556331294
2006-10-13,4363,26.9332,23.8676,4.547026383
2006-10-14,4164,0.4971,24.3135,4.617880529
2006-10-15,3613,13.2737,24.7136,4.681339311
2006-10-16,2804,0.0311,25.4554,4.798449807
2006-10-17,2456,12.3348,23.8961,4.552815269
2006-10-18,2167,5.0778,24.4697,4.643050491
2006-10-19,1915,0,25.4181,4.792143651
2006-10-20,1635,0,24.4883,4.645164773
2006-10-21,1543,8.6064,23.6422,4.511234886
2006-10-22,1833,5.4729,23.631,4.508662874
2006-10-23,1838,8.615,24.4254,4.632770405
2006-10-24,2230,3.8478,24.8194,4.693641654
2006-10-25,2134,6.5425,24.6616,4.6674987
2006-10-26,2530,3.553,24.9041,4.704196647
2006-10-27,2389,7.8817,24.3317,4.612581961
2006-10-28,2309,3.1057,25.1029,4.732110779
2006-10-29,2410,10.3973,24.166,4.583014973
2006-10-30,3176,21.7164,24.11,4.572283469
2006-10-31,3338,24.8456,23.82,4.524709844
2006-11-01,3025,0.1915,23.8284,4.523899816
2006-11-02,2753,14.0487,24.3949,4.610527004
2006-11-03,2499,2.6944,23.7291,4.503786701
2006-11-04,2192,2.8398,24.2679,4.585811977
2006-11-05,2251,0.1397,23.9902,4.539803745
2006-11-06,2082,8.3128,24.1413,4.560882625
2006-11-07,2826,16.3152,24.3585,4.592207394
2006-11-08,3213,3.7573,23.4813,4.452349826
2006-11-09,2623,3.9006,23.8375,4.505300262
2006-11-10,2343,15.9015,23.8794,4.509064216
2006-11-11,2299,10.4173,23.6564,4.471447206
2006-11-12,2961,10.6754,21.9201,4.197861553
2006-11-13,3664,1.4883,23.4451,4.432831857
2006-11-14,3899,5.0979,24.4549,4.587242755
2006-11-15,4431,11.5801,24.1771,4.541040113
2006-11-16,3892,9.6794,23.5655,4.442970106
2006-11-17,3203,4.7969,23.8756,4.488289498
2006-11-18,3376,29.6133,22.6203,4.290393095
2006-11-19,3900,1.3556,21.9136,4.177923913
2006-11-20,3539,3.293,23.0434,4.350520778
2006-11-21,3989,8.4671,23.7046,4.450269855
2006-11-22,5145,0,24.6187,4.589106423
2006-11-23,4084,0,24.778,4.610930415
2006-11-24,3356,25.4034,23.6931,4.440231597
2006-11-25,3739,14.2343,23.2147,4.363585331
2006-11-26,3678,2.6791,24.0698,4.493195398
2006-11-27,4066,2.5707,24.9444,4.625726956
2006-11-28,4207,0.0916,25.6958,4.739154658
2006-11-29,3763,2.6383,25.1777,4.656638916
2006-11-30,3723,17.712,23.4937,4.394477445
2006-12-01,3925,3.4209,24.2805,4.513534914
2006-12-02,3791,0.2832,25.1659,4.647752234
2006-12-03,3685,9.8217,24.9712,4.615599066
2006-12-04,3773,6.0051,24.604,4.55702015
2006-12-05,3274,12.8017,24.0871,4.47555972
2006-12-06,3259,28.9967,23.3917,4.366815941
2006-12-07,4149,3.8809,23.3124,4.352986275
2006-12-08,4796,7.2743,24.167,4.482811011
2006-12-09,4413,0.2612,25.0019,4.609637389
2006-12-10,4399,14.7195,24.6769,4.558348015
2006-12-11,4604,8.6432,23.3516,4.353608468
2006-12-12,4570,6.8205,23.3286,4.349025448
2006-12-13,4707,0.7519,24.2894,4.495570377
2006-12-14,4300,5.648,24.3037,4.4969386
2006-12-15,4533,18.4441,23.8499,4.426616294
2006-12-16,4646,6.2786,23.8348,4.423750859
2006-12-17,4881,0.0709,24.231,4.484115449
2006-12-18,3888,5.9933,23.977,4.444872559
2006-12-19,3940,28.3809,23.7157,4.404651767
2006-12-20,4810,11.5152,24.5466,4.532100677
2006-12-21,4366,22.8153,23.1134,4.312398863
2006-12-22,5185,8.2331,23.3923,4.355452978
2006-12-23,5496,4.7171,24.322,4.498495059
2006-12-24,5303,0,24.5108,4.528029354
2006-12-25,5130,11.5125,24.1817,4.478237081
2006-12-26,5684,28.2304,23.382,4.356335489
2006-12-27,8381,3.0788,23.7423,4.412606165
2006-12-28,8743,5.6971,22.993,4.298647213
2006-12-29,8840,2.499,22.8178,4.272942969
2006-12-30,9195,0,23.9847,4.453568766
2006-12-31,8444,22.7232,24.2465,4.495325906
2007-01-01,7341,23.6217,23.8945,4.442955356
2007-01-02,7454,3.9621,23.2078,4.339100296
2007-01-03,7664,0.578,22.8812,4.290696654
2007-01-04,8125,0,23.6327,4.408353522
2007-01-05,7497,0.0442,23.6262,4.409477727
2007-01-06,6543,0,24.2124,4.502060011
2007-01-07,5901,0.2254,23.8003,4.440915805
2007-01-08,5783,1.2299,23.742,4.434396529
2007-01-09,6040,0,24.2874,4.521166543
2007-01-10,6184,0,24.2532,4.518610769
2007-01-11,6020,7.8918,23.9185,4.469700976
2007-01-12,6823,0,24.3804,4.544021776
2007-01-13,6962,44.3767,24.9201,4.630566247
2007-01-14,6771,0,24.3246,4.541500875
2007-01-15,5521,1.4176,24.6955,4.602158503
2007-01-16,5844,4.0343,24.0873,4.511124641
2007-01-17,6125,17.3006,24.5448,4.585421742
2007-01-18,6638,45.5114,23.9729,4.500002909
2007-01-19,8392,0,25.1559,4.687280424
2007-01-20,7758,7.3558,24.7702,4.630872835
2007-01-21,6639,0.3713,24.3756,4.573033362
2007-01-22,6609,13.3486,23.3967,4.424105567
2007-01-23,9377,0,24.3037,4.569018418
2007-01-24,8182,1.6937,24.1386,4.54688754
2007-01-25,9399,1.7453,23.4569,4.444059011
2007-01-26,7167,25.1899,23.277,4.41950108
2007-01-27,7820,33.0708,24.2407,4.573784591
2007-01-28,9540,45.5706,24.6799,4.646202208
2007-01-29,9529,6.0634,25.1676,4.726321052
2007-01-30,8854,6.8168,26.1005,4.876351626
2007-01-31,7755,44.9774,25.3978,4.769937905
2007-02-01,7556,6.4276,25.5613,4.799349873
2007-02-02,6817,4.7473,24.196,4.588496272
2007-02-03,5529,5.5415,23.3153,4.453489194
2007-02-04,4739,0.1532,25.2719,4.764817043
2007-02-05,4698,0,26.7443,5.000277029
2007-02-06,4312,0,27.0196,5.047307533
2007-02-07,3847,0,26.9757,5.043971426
2007-02-08,3149,4.9464,26.3984,4.956341879
2007-02-09,2819,2.1677,26.6621,5.001341136
2007-02-10,2651,19.2969,25.0349,4.747414817
2007-02-11,3921,19.4598,24.2507,4.626388004
2007-02-12,4495,12.1376,23.4865,4.508266962
2007-02-13,4135,0.4671,25.4989,4.829573464
2007-02-14,3823,0.6078,26.3283,4.963684994
2007-02-15,3174,0.3107,26.7753,5.037185442
2007-02-16,2924,1.0275,26.7854,5.041321332
2007-02-17,2951,9.6867,26.1038,4.935549482
2007-02-18,2587,1.8109,25.6367,4.863576783
2007-02-19,2302,0.6275,25.9837,4.920674299
2007-02-20,2278,11.8625,24.8188,4.737446535
2007-02-21,2212,0.2837,25.7335,4.884428298
2007-02-22,2206,13.7362,25.4126,4.83489499
2007-02-23,2113,7.9666,23.8625,4.589685625
2007-02-24,2162,1.3075,24.2842,4.657802663
2007-02-25,2204,1.4045,23.5605,4.543546865
2007-02-26,2394,0.2838,23.2306,4.491724397
2007-02-27,2664,0.0504,24.5448,4.70131873
2007-02-28,2873,0,24.7789,4.738865479
2007-03-01,3481,0,23.9122,4.601029224
2007-03-02,2884,0.1224,23.6646,4.56150872
2007-03-03,2652,0,23.5828,4.54816745
2007-03-04,2516,12.9551,23.1377,4.476816085
2007-03-05,2889,3.7571,23.0484,4.461874345
2007-03-06,3769,6.1299,24.1819,4.641204294
2007-03-07,4251,22.2517,22.8838,4.433594397
2007-03-08,4812,2.4439,23.4575,4.523414222
2007-03-09,4933,4.00E-04,24.3545,4.664320689
2007-03-10,4915,29.3071,24.3654,4.66414448
2007-03-11,5148,3.9406,24.3472,4.659112094
2007-03-12,4879,0,23.7477,4.561607098
2007-03-13,4485,2.3802,25.106,4.774455199
2007-03-14,4331,20.1205,23.9828,4.59351003
2007-03-15,4326,23.8934,23.9194,4.580412859
2007-03-16,4885,25.795,23.818,4.56107866
2007-03-17,5680,7.0962,23.7354,4.544505565
2007-03-18,5646,2.1616,24.3966,4.645253349
2007-03-19,5657,26.1579,21.5378,4.189839106
2007-03-20,7487,0,24.2164,4.608466921
2007-03-21,7442,0.0318,25.1452,4.750316267
2007-03-22,5601,10.8879,25.2254,4.758042103
2007-03-23,5132,33.4208,23.5013,4.48177569
2007-03-24,6526,48.2922,22.4144,4.305968662
2007-03-25,8673,0,24.2675,4.591578202
2007-03-26,8496,0.4663,25.1519,4.724468843
2007-03-27,6889,18.0983,25.0104,4.696235952
2007-03-28,5432,3.3414,23.6653,4.479736794
2007-03-29,5385,40.1834,23.3604,4.425929737
2007-03-30,6131,0,24.0649,4.529347734
2007-03-31,7355,44.4775,24.0448,4.519482001
2007-04-01,8251,7.0654,23.9943,4.504695028
2007-04-02,7813,11.7545,24.1194,4.516968336
2007-04-03,6469,1.7261,25.0023,4.646337201
2007-04-04,6500,25.5877,25.0486,4.645709152
2007-04-05,6647,9.4266,24.9792,4.627003598
2007-04-06,6802,12.5194,23.8083,4.438439213
2007-04-07,7522,3.0631,23.8472,4.436397021
2007-04-08,8512,4.5538,24.8098,4.575953339
2007-04-09,9365,23.7007,23.7453,4.404202861
2007-04-10,9249,3.4687,23.31,4.329133016
2007-04-11,8971,17.0441,24.5662,4.512324464
2007-04-12,7240,1.0244,24.0591,4.426030568
2007-04-13,6246,5.107,24.132,4.4280675
2007-04-14,5667,0,25.0269,4.554607181
2007-04-15,5374,13.0058,23.9276,4.378594624
2007-04-16,5496,5.3893,24.2096,4.4118006
2007-04-17,5796,21.2054,24.6591,4.469951586
2007-04-18,6529,0.0176,25.3526,4.564388915
2007-04-19,7256,13.3447,24.6149,4.443517383
2007-04-20,7475,23.0127,24.6575,4.439864201
2007-04-21,7011,14.032,24.2744,4.372512463
2007-04-22,6316,1.3023,24.3858,4.379036554
2007-04-23,5828,12.6736,24.2915,4.354832893
2007-04-24,5301,5.6009,24.3703,4.356309041
2007-04-25,5074,6.6224,23.2898,4.186132283
2007-04-26,5141,9.4653,23.9435,4.272676673
2007-04-27,5500,29.5117,23.748,4.233664777
2007-04-28,6140,12.2052,23.6269,4.205694756
2007-04-29,6418,10.7114,22.625,4.048702656
2007-04-30,6427,0,23.426,4.156003662
2007-05-01,6239,0,24.2689,4.268845102
2007-05-02,5385,0.9849,24.4144,4.279627038
2007-05-03,4878,0.3075,24.8196,4.32801391
2007-05-04,5181,20.9263,23.4132,4.1138432
2007-05-05,6338,0.402,24.1917,4.216270369
2007-05-06,7682,5.9656,24.8816,4.305424788
2007-05-07,8529,62.4277,24.5977,4.254178666
2007-05-08,6530,1.2909,24.0098,4.159599389
2007-05-09,6545,16.297,23.3115,4.049701099
2007-05-10,6314,2.241,21.692,3.808901489
2007-05-11,6974,0,21.3327,3.748682617
2007-05-12,7815,0,21.9225,3.823581523
2007-05-13,8568,0,23.6049,4.05298531
2007-05-14,7521,0,24.2708,4.137687261
2007-05-15,6720,0,24.1334,4.108776029
2007-05-16,6063,0,24.6597,4.173466501
2007-05-17,5060,9.7059,24.5986,4.155485602
2007-05-18,4271,7.2031,24.0398,4.067964117
2007-05-19,5081,5.8892,22.6164,3.860084123
2007-05-20,5808,14.934,22.6154,3.851602564
2007-05-21,5238,3.5498,24.2674,4.073331712
2007-05-22,4321,21.3158,24.1468,4.04806955
2007-05-23,4084,15.437,23.7774,3.988566902
2007-05-24,4223,11.1553,23.2911,3.913281019
2007-05-25,4591,36.037,20.7474,3.554421403
2007-05-26,5427,0,22.0055,3.720928798
2007-05-27,6462,0,22.9072,3.837947851
2007-05-28,6120,0,23.954,3.974622512
2007-05-29,5684,0,23.9284,3.964038415
2007-05-30,4198,30.4996,23.4653,3.893836236
2007-05-31,4258,19.018,22.1132,3.702663549
2007-06-01,4732,1.5923,22.5213,3.752301767
2007-06-02,5397,2.3692,23.5734,3.889650169
2007-06-03,6181,2.2616,23.5368,3.878812908
2007-06-04,7088,45.6412,21.8021,3.637752019
2007-06-05,6811,12.1532,22.161,3.681350013
2007-06-06,6127,5.1751,23.1958,3.816540153
2007-06-07,5248,1.7519,23.2514,3.819240275
2007-06-08,4707,0.079,23.0668,3.789741342
2007-06-09,5406,9.5146,23.1966,3.802959088
2007-06-10,5826,10.9408,22.7734,3.741892075
2007-06-11,5078,20.5382,22.8795,3.752442071
2007-06-12,5096,70.7145,22.3471,3.677367487
2007-06-13,7689,3.535,22.2124,3.656113402
2007-06-14,9092,6.9203,21.784,3.595721004
2007-06-15,8752,8.9189,22.8359,3.734260113
2007-06-16,8078,8.915,22.7657,3.722442322
2007-06-17,8239,3.9908,23.2235,3.78165443
2007-06-18,7780,5.8178,22.8024,3.723374128
2007-06-19,6041,5.0958,21.7422,3.579867367
2007-06-20,4792,7.2541,21.6046,3.560197671
2007-06-21,6089,5.089,20.7937,3.450729256
2007-06-22,8760,2.3038,20.7854,3.448921923
2007-06-23,10150,0,22.8153,3.719957119
2007-06-24,8823,5.777,23.0284,3.748259595
2007-06-25,6244,6.3301,21.9016,3.597651587
2007-06-26,4893,3.2232,22.0862,3.622689685
2007-06-27,4144,0.9817,22.3169,3.65417111
2007-06-28,4578,0.4091,21.8478,3.592301879
2007-06-29,3899,5.0927,21.5184,3.549361152
2007-06-30,3475,2.1829,21.8184,3.590925647
2007-07-01,3494,0.2888,21.5491,3.556523951
2007-07-02,4278,0,22.1972,3.645305942
2007-07-03,4064,0,22.4436,3.680577072
2007-07-04,3255,0,22.7397,3.722824196
2007-07-05,2861,0.0194,22.7807,3.731130429
2007-07-06,2486,0,23.2498,3.797250764
2007-07-07,2300,0,23.0234,3.770171932
2007-07-08,2081,0.1976,23.2103,3.798952023
2007-07-09,1863,1.0619,23.1603,3.796103464
2007-07-10,1684,0.2137,22.0973,3.656788475
2007-07-11,1232,0.0602,22.4406,3.707390743
2007-07-12,1558,0.8889,22.2757,3.689597066
2007-07-13,2246,0.0989,22.3968,3.710717756
2007-07-14,2810,0.772,21.9371,3.653340458
2007-07-15,4690,86.7436,22.309,3.708957778
2007-07-16,6964,0.4765,22.9441,3.800737895
2007-07-17,7721,0,23.5201,3.884944286
2007-07-18,5597,9.7221,23.5966,3.901464668
2007-07-19,4131,1.8317,23.0009,3.826376135
2007-07-20,3581,48.6758,23.4667,3.896523716
2007-07-21,3284,4.8998,23.046,3.845537552
2007-07-22,2927,0,23.6432,3.934361181
2007-07-23,3032,0.1265,24.1136,4.006222131
2007-07-24,3430,10.939,23.753,3.963946383
2007-07-25,3837,27.7607,23.2748,3.905421417
2007-07-26,4269,127.5496,21.9273,3.726510671
2007-07-27,5342,31.5004,20.5722,3.545973324
2007-07-28,6468,0.0373,20.8213,3.587724268
2007-07-29,5192,0.178,20.9018,3.606279671
2007-07-30,5075,0,21.9618,3.761671829
2007-07-31,5767,0,22.1684,3.798497469
2007-08-01,5066,0,22.4092,3.840362449
2007-08-02,3923,0,22.5957,3.874866867
2007-08-03,4566,0,22.6914,3.896820094
2007-08-04,4760,1.2262,22.6339,3.897331668
2007-08-05,4354,9.4776,22.4318,3.877466129
2007-08-06,3591,4.0583,23.505,4.03823106
2007-08-07,3249,0,23.8265,4.093034892
2007-08-08,3094,1.3647,23.2497,4.020285486
2007-08-09,3297,0,23.355,4.04452431
2007-08-10,3696,1.596,23.1887,4.030063861
2007-08-11,4150,1.5099,22.5621,3.949587343
2007-08-12,3617,0,21.931,3.868093966
2007-08-13,4748,0,22.9262,4.020343913
2007-08-14,6298,0,23.8883,4.168511623
2007-08-15,5449,36.2751,23.2133,4.080567577
2007-08-16,4018,7.4652,22.7466,4.022381464
2007-08-17,3452,9.4308,23.2404,4.103452557
2007-08-18,3185,17.6206,22.4823,4.002526422
2007-08-19,3798,0,22.6316,4.033540027
2007-08-20,4412,0.0091,22.0673,3.960229184
2007-08-21,3663,0,22.2789,4.000297826
2007-08-22,3070,0,23.0083,4.116580103
2007-08-23,2596,0,23.6289,4.217278882
2007-08-24,2161,0,24.1369,4.301714423
2007-08-25,1889,0,23.8524,4.269163053
2007-08-26,1810,33.6162,22.7784,4.119285167
2007-08-27,1937,35.9026,23.246,4.197744256
2007-08-28,2025,81.2712,22.9415,4.161433829
2007-08-29,3213,6.0332,22.4691,4.099785644
2007-08-30,4644,6.6725,22.0585,4.046992609
2007-08-31,5002,1.2639,22.2219,4.079876258
2007-09-01,4328,0.6864,22.2535,4.092964444
2007-09-02,4253,2.221,23.0059,4.214431679
2007-09-03,3739,0.4128,23.984,4.3702641
2007-09-04,3123,16.8515,23.8278,4.355181491
2007-09-05,3038,15.3118,22.0497,4.09437466
2007-09-06,3623,19.1207,22.3013,4.14021865
2007-09-07,4000,2.9373,22.5075,4.179168137
2007-09-08,3347,0.6504,23.1818,4.289332298
2007-09-09,2980,0.1678,22.9677,4.264253048
2007-09-10,2277,1.0561,23.0671,4.286783818
2007-09-11,2027,10.1603,23.4422,4.351381977
2007-09-12,1965,0.0263,23.4861,4.365246405
2007-09-13,2312,6.2099,23.0892,4.311300345
2007-09-14,2763,0,24.0211,4.461254134
2007-09-15,2810,32.7964,22.8707,4.290875124
2007-09-16,2376,19.6666,23.3301,4.367987931
2007-09-17,2169,0.8902,23.7669,4.44162458
2007-09-18,2151,0,23.6566,4.430663733
2007-09-19,1929,0,24.1105,4.506805212
2007-09-20,2035,27.8484,23.1519,4.363965101
2007-09-21,2677,0.773,23.5016,4.423606501
2007-09-22,3073,0,23.9303,4.495447859
2007-09-23,2809,0.0288,24.4058,4.574511883
2007-09-24,2635,9.4278,24.1737,4.543325409
2007-09-25,3824,19.8602,22.0334,4.214366644
2007-09-26,4870,0,22.3195,4.263167356
2007-09-27,4872,0,23.1637,4.399020279
2007-09-28,3985,13.2738,23.5988,4.470944631
2007-09-29,3504,17.4988,22.7814,4.34679784
